vul_id,repo,fixed_commit_sha,tag,version,vuddy,movery,v1scan,fire,vulture,verdict
CVE-2020-10135,torvalds/linux,3ca44c16b0dcc764b641ee4ac226909f5c421aa3,fix,v6.8,TN,TN,TN,TN,TN,TN
CVE-2020-10135,torvalds/linux,3ca44c16b0dcc764b641ee4ac226909f5c421aa3,fix,v6.16,TN,TN,TN,TN,FP,TN
CVE-2020-10690,torvalds/linux,a33121e5487b424339636b25c35d3a180eaa5f5e,pre,v2.6.39,FP,FP,FP,FP,TN,FP
CVE-2020-10690,torvalds/linux,a33121e5487b424339636b25c35d3a180eaa5f5e,vul,v3.0,FN,TP,TP,TP,FN,TP
CVE-2020-10690,torvalds/linux,a33121e5487b424339636b25c35d3a180eaa5f5e,vul,v4.9,TP,TP,TP,TP,FN,TP
CVE-2020-10690,torvalds/linux,a33121e5487b424339636b25c35d3a180eaa5f5e,fix,v6.15,TN,TN,TN,TN,FP,TN
CVE-2020-10711,torvalds/linux,eead1c2ea2509fd754c6da893a94f0e69e83ebe4,pre,v3.14,TN,TN,TN,TN,TN,FP
CVE-2020-10711,torvalds/linux,eead1c2ea2509fd754c6da893a94f0e69e83ebe4,vul,v3.17,FN,FN,FN,FN,FN,TP
CVE-2020-10711,torvalds/linux,eead1c2ea2509fd754c6da893a94f0e69e83ebe4,vul,v4.8,TP,FN,FN,FN,FN,TP
CVE-2020-10711,torvalds/linux,eead1c2ea2509fd754c6da893a94f0e69e83ebe4,fix,v5.7,TN,TN,TN,TN,TN,TN
CVE-2020-10720,torvalds/linux,a4270d6795b0580287453ea55974d948393e66ef,pre,v3.14,TN,TN,TN,TN,FP,TN
CVE-2020-10720,torvalds/linux,a4270d6795b0580287453ea55974d948393e66ef,vul,v3.15,FN,FN,FN,FN,FN,TP
CVE-2020-10720,torvalds/linux,a4270d6795b0580287453ea55974d948393e66ef,vul,v4.7,TP,FN,FN,FN,FN,TP
CVE-2020-10720,torvalds/linux,a4270d6795b0580287453ea55974d948393e66ef,fix,v5.13,TN,TN,TN,TN,TN,TN
CVE-2020-10732,torvalds/linux,1d605416fb7175e1adf094251466caa52093b413,vul,v2.6.25,FN,TP,FN,FN,FN,TP
CVE-2020-10732,torvalds/linux,1d605416fb7175e1adf094251466caa52093b413,vul,v4.9,FN,TP,FN,FN,FN,TP
CVE-2020-10732,torvalds/linux,1d605416fb7175e1adf094251466caa52093b413,fix,v5.18,TN,TN,TN,TN,FP,TN
CVE-2020-10732,torvalds/linux,1d605416fb7175e1adf094251466caa52093b413,fix,v6.17,TN,TN,TN,TN,TN,TN
CVE-2020-10742,torvalds/linux,91f79c43d1b54d7154b118860d81b39bad07dfff,vul,v2.6.12,FN,FN,FN,FN,FN,FN
CVE-2020-10742,torvalds/linux,91f79c43d1b54d7154b118860d81b39bad07dfff,vul,v2.6.24,FN,FN,FN,FN,FN,TP
CVE-2020-10742,torvalds/linux,91f79c43d1b54d7154b118860d81b39bad07dfff,fix,v4.18,TN,TN,TN,TN,FP,TN
CVE-2020-10742,torvalds/linux,91f79c43d1b54d7154b118860d81b39bad07dfff,fix,v6.13,TN,TN,TN,TN,TN,TN
CVE-2020-10757,torvalds/linux,5bfea2d9b17f1034a68147a8b03b9789af5700f9,pre,v3.18,TN,TN,TN,TN,TN,FP
CVE-2020-10757,torvalds/linux,5bfea2d9b17f1034a68147a8b03b9789af5700f9,vul,v4.5,FN,FN,FN,FN,FN,TP
CVE-2020-10757,torvalds/linux,5bfea2d9b17f1034a68147a8b03b9789af5700f9,vul,v4.14,FN,TP,FN,TP,FN,TP
CVE-2020-10757,torvalds/linux,5bfea2d9b17f1034a68147a8b03b9789af5700f9,fix,v6.17,TN,TN,TN,TN,FP,FP
CVE-2020-10766,torvalds/linux,dbbe2ad02e9df26e372f38cc3e70dab9222c832e,vul,v4.20,FN,FN,FN,FN,FN,TP
CVE-2020-10766,torvalds/linux,dbbe2ad02e9df26e372f38cc3e70dab9222c832e,vul,v5.1,TP,FN,FN,FN,FN,TP
CVE-2020-10766,torvalds/linux,dbbe2ad02e9df26e372f38cc3e70dab9222c832e,fix,v5.19,TN,TN,TN,TN,TN,TN
CVE-2020-10766,torvalds/linux,dbbe2ad02e9df26e372f38cc3e70dab9222c832e,fix,v6.1,TN,TN,TN,TN,TN,TN
CVE-2020-10767,torvalds/linux,21998a351512eba4ed5969006f0c55882d995ada,pre,v4.17,TN,TN,TN,TN,TN,TN
CVE-2020-10767,torvalds/linux,21998a351512eba4ed5969006f0c55882d995ada,vul,v4.20,TP,TP,TP,TP,FN,TP
CVE-2020-10767,torvalds/linux,21998a351512eba4ed5969006f0c55882d995ada,vul,v5.0,TP,TP,TP,TP,FN,TP
CVE-2020-10767,torvalds/linux,21998a351512eba4ed5969006f0c55882d995ada,fix,v6.17,TN,TN,TN,TN,FP,TN
CVE-2020-10773,torvalds/linux,b8e51a6a9db94bc1fb18ae831b3dab106b5a4b5f,vul,v2.6.12,FN,FN,FN,TP,FN,TP
CVE-2020-10773,torvalds/linux,b8e51a6a9db94bc1fb18ae831b3dab106b5a4b5f,vul,v2.6.32,FN,FN,TP,FN,TP,TP
CVE-2020-10773,torvalds/linux,b8e51a6a9db94bc1fb18ae831b3dab106b5a4b5f,fix,v5.8,TN,TN,TN,TN,TN,TN
CVE-2020-10773,torvalds/linux,b8e51a6a9db94bc1fb18ae831b3dab106b5a4b5f,fix,v6.11,TN,TN,TN,TN,FP,TN
CVE-2020-11494,torvalds/linux,b9258a2cece4ec1f020715fe3554bc2e360f6264,vul,v2.6.38,FN,FN,FN,FN,TP,TP
CVE-2020-11494,torvalds/linux,b9258a2cece4ec1f020715fe3554bc2e360f6264,vul,v3.11,FN,FN,FN,FN,TP,TP
CVE-2020-11494,torvalds/linux,b9258a2cece4ec1f020715fe3554bc2e360f6264,fix,v5.11,TN,TN,TN,TN,TN,TN
CVE-2020-11494,torvalds/linux,b9258a2cece4ec1f020715fe3554bc2e360f6264,fix,v5.18,TN,TN,TN,TN,TN,TN
CVE-2020-12114,torvalds/linux,4edbe133f851c9e3a2f2a1db367e826b01e72594,pre,v3.6,TN,TN,TN,TN,TN,FP
CVE-2020-12114,torvalds/linux,4edbe133f851c9e3a2f2a1db367e826b01e72594,vul,v3.10,FN,TP,FN,FN,FN,TP
CVE-2020-12114,torvalds/linux,4edbe133f851c9e3a2f2a1db367e826b01e72594,vul,v4.0,TP,TP,TP,FN,FN,TP
CVE-2020-12114,torvalds/linux,4edbe133f851c9e3a2f2a1db367e826b01e72594,fix,v6.17,TN,TN,TN,TN,FP,TN
CVE-2020-12352,torvalds/linux,eddb7732119d53400f48a02536a84c509692faa8,vul,v3.6,FN,TP,TP,TP,TP,TP
CVE-2020-12352,torvalds/linux,eddb7732119d53400f48a02536a84c509692faa8,vul,v3.13,TP,TP,TP,TP,TP,TP
CVE-2020-12352,torvalds/linux,eddb7732119d53400f48a02536a84c509692faa8,fix,v5.12,TN,FP,TN,TN,TN,TN
CVE-2020-12352,torvalds/linux,eddb7732119d53400f48a02536a84c509692faa8,fix,v5.14,TN,FP,TN,TN,TN,TN
CVE-2020-12655,torvalds/linux,d0c7feaf87678371c2c09b3709400be416b2dc62,vul,v3.17,FN,FN,FN,FN,FN,TP
CVE-2020-12655,torvalds/linux,d0c7feaf87678371c2c09b3709400be416b2dc62,vul,v4.9,FN,TP,FN,FN,FN,TP
CVE-2020-12655,torvalds/linux,d0c7feaf87678371c2c09b3709400be416b2dc62,fix,v5.16,TN,TN,TN,TN,TN,TN
CVE-2020-12655,torvalds/linux,d0c7feaf87678371c2c09b3709400be416b2dc62,fix,v6.9,TN,TN,TN,TN,FP,TN
CVE-2020-12656,torvalds/linux,f45db2b909c7e76f35850e78f017221f30282b8e,vul,v2.6.12,FN,FN,FN,FN,TP,FN
CVE-2020-12656,torvalds/linux,f45db2b909c7e76f35850e78f017221f30282b8e,vul,v2.6.31,FN,TP,FN,FN,TP,FN
CVE-2020-12656,torvalds/linux,f45db2b909c7e76f35850e78f017221f30282b8e,fix,v5.8,TN,TN,TN,TN,TN,TN
CVE-2020-12656,torvalds/linux,f45db2b909c7e76f35850e78f017221f30282b8e,fix,v5.14,TN,TN,TN,TN,TN,TN
CVE-2020-12659,torvalds/linux,99e3a236dd43d06c65af0a2ef9cb44306aef6e02,vul,v4.18,FN,TP,FN,FN,FN,TP
CVE-2020-12659,torvalds/linux,99e3a236dd43d06c65af0a2ef9cb44306aef6e02,vul,v5.3,FN,TP,FN,FN,TP,TP
CVE-2020-12659,torvalds/linux,99e3a236dd43d06c65af0a2ef9cb44306aef6e02,fix,v5.10,TN,TN,TN,TN,TN,TN
CVE-2020-12659,torvalds/linux,99e3a236dd43d06c65af0a2ef9cb44306aef6e02,fix,v6.11,TN,TN,TN,TN,TN,TN
CVE-2020-12768,torvalds/linux,d80b64ff297e40c2b6f7d7abc1b3eba70d22a068,pre,v2.6.33,TN,FP,TN,TN,FP,TN
CVE-2020-12768,torvalds/linux,d80b64ff297e40c2b6f7d7abc1b3eba70d22a068,vul,v4.16,FN,TP,FN,FN,FN,TP
CVE-2020-12768,torvalds/linux,d80b64ff297e40c2b6f7d7abc1b3eba70d22a068,vul,v4.18,TP,TP,TP,FN,FN,TP
CVE-2020-12768,torvalds/linux,d80b64ff297e40c2b6f7d7abc1b3eba70d22a068,fix,v5.6,TN,TN,TN,TN,TN,TN
CVE-2020-12771,torvalds/linux,be23e837333a914df3f24bf0b32e87b0331ab8d1,pre,v3.13,TN,FP,TN,TN,FP,TN
CVE-2020-12771,torvalds/linux,be23e837333a914df3f24bf0b32e87b0331ab8d1,vul,v3.15,FN,TP,TP,TP,FN,TP
CVE-2020-12771,torvalds/linux,be23e837333a914df3f24bf0b32e87b0331ab8d1,vul,v4.19,FN,TP,TP,TP,FN,TP
CVE-2020-12771,torvalds/linux,be23e837333a914df3f24bf0b32e87b0331ab8d1,fix,v6.7,TN,TN,TN,TN,TN,TN
CVE-2020-12826,torvalds/linux,d1e7fd6462ca9fc76650fbe6ca800e35b24267da,vul,v2.6.12,FN,FN,FN,FN,FN,FN
CVE-2020-12826,torvalds/linux,d1e7fd6462ca9fc76650fbe6ca800e35b24267da,vul,v3.7,FN,FN,FN,FN,FN,TP
CVE-2020-12826,torvalds/linux,d1e7fd6462ca9fc76650fbe6ca800e35b24267da,fix,v5.19,TN,TN,TN,TN,FP,TN
CVE-2020-12826,torvalds/linux,d1e7fd6462ca9fc76650fbe6ca800e35b24267da,fix,v6.15,TN,TN,TN,TN,TN,TN
CVE-2020-14305,torvalds/linux,9f0f3ebeda47a5518817f33c40f6d3ea9c0275b8,pre,v2.6.35,TN,TN,TN,TN,TN,TN
CVE-2020-14305,torvalds/linux,9f0f3ebeda47a5518817f33c40f6d3ea9c0275b8,vul,v3.6,TP,TP,TP,TP,FN,TP
CVE-2020-14305,torvalds/linux,9f0f3ebeda47a5518817f33c40f6d3ea9c0275b8,vul,v4.5,FN,TP,TP,TP,FN,TP
CVE-2020-14305,torvalds/linux,9f0f3ebeda47a5518817f33c40f6d3ea9c0275b8,fix,v6.0,TN,TN,TN,TN,FP,TN
CVE-2020-14314,torvalds/linux,5872331b3d91820e14716632ebb56b1399b34fe1,pre,v2.6.22,TN,TN,TN,TN,TN,FP
CVE-2020-14314,torvalds/linux,5872331b3d91820e14716632ebb56b1399b34fe1,vul,v2.6.23,FN,FN,FN,FN,FN,TP
CVE-2020-14314,torvalds/linux,5872331b3d91820e14716632ebb56b1399b34fe1,vul,v3.5,FN,FN,FN,FN,FN,TP
CVE-2020-14314,torvalds/linux,5872331b3d91820e14716632ebb56b1399b34fe1,fix,v6.15,TN,TN,TN,TN,TN,TN
CVE-2020-14351,torvalds/linux,f91072ed1b7283b13ca57fcfbece5a3b92726143,pre,v3.2,TN,TN,TN,TN,FP,TN
CVE-2020-14351,torvalds/linux,f91072ed1b7283b13ca57fcfbece5a3b92726143,vul,v3.10,FN,FN,FN,FN,FN,TP
CVE-2020-14351,torvalds/linux,f91072ed1b7283b13ca57fcfbece5a3b92726143,vul,v4.13,FN,FN,FN,FN,FN,TP
CVE-2020-14351,torvalds/linux,f91072ed1b7283b13ca57fcfbece5a3b92726143,fix,v6.16,TN,TN,TN,TN,TN,TN
CVE-2020-14381,torvalds/linux,8019ad13ef7f64be44d4f892af9c840179009254,vul,v2.6.12,FN,FN,FN,FN,FN,FN
CVE-2020-14381,torvalds/linux,8019ad13ef7f64be44d4f892af9c840179009254,vul,v3.8,FN,FN,FN,FN,TP,TP
CVE-2020-14381,torvalds/linux,8019ad13ef7f64be44d4f892af9c840179009254,fix,v5.13,TN,TN,TN,TN,TN,TN
CVE-2020-14381,torvalds/linux,8019ad13ef7f64be44d4f892af9c840179009254,fix,v6.11,TN,TN,TN,TN,TN,TN
CVE-2020-14386,torvalds/linux,acf69c946233259ab4d64f8869d4037a198c7f06,pre,v4.1,TN,TN,TN,TN,TN,FP
CVE-2020-14386,torvalds/linux,acf69c946233259ab4d64f8869d4037a198c7f06,vul,v4.6,FN,FN,TP,FN,FN,TP
CVE-2020-14386,torvalds/linux,acf69c946233259ab4d64f8869d4037a198c7f06,vul,v4.13,FN,FN,TP,FN,FN,TP
CVE-2020-14386,torvalds/linux,acf69c946233259ab4d64f8869d4037a198c7f06,fix,v6.12,TN,TN,TN,TN,TN,TN
CVE-2020-14416,torvalds/linux,0ace17d56824165c7f4c68785d6b58971db954dd,vul,v2.6.38,FN,TP,FN,FN,FN,TP
CVE-2020-14416,torvalds/linux,0ace17d56824165c7f4c68785d6b58971db954dd,vul,v3.12,FN,TP,FN,TP,TP,TP
CVE-2020-14416,torvalds/linux,0ace17d56824165c7f4c68785d6b58971db954dd,fix,v6.0,TN,FP,TN,TN,FP,TN
CVE-2020-14416,torvalds/linux,0ace17d56824165c7f4c68785d6b58971db954dd,fix,v6.15,TN,FP,TN,TN,TN,TN
CVE-2020-15436,torvalds/linux,2d3a8e2deddea6c89961c422ec0c5b851e648c14,pre,v2.6.36,TN,FP,TN,TN,FP,FP
CVE-2020-15436,torvalds/linux,2d3a8e2deddea6c89961c422ec0c5b851e648c14,vul,v2.6.38,FN,TP,FN,FN,FN,TP
CVE-2020-15436,torvalds/linux,2d3a8e2deddea6c89961c422ec0c5b851e648c14,vul,v4.5,FN,TP,FN,FN,FN,TP
CVE-2020-15436,torvalds/linux,2d3a8e2deddea6c89961c422ec0c5b851e648c14,fix,v5.13,TN,TN,TN,TN,TN,TN
CVE-2020-15437,torvalds/linux,f4c23a140d80ef5e6d3d1f8f57007649014b60fa,vul,v3.9,FN,TP,FN,TP,TP,TP
CVE-2020-15437,torvalds/linux,f4c23a140d80ef5e6d3d1f8f57007649014b60fa,vul,v4.8,FN,TP,FN,TP,TP,TP
CVE-2020-15437,torvalds/linux,f4c23a140d80ef5e6d3d1f8f57007649014b60fa,fix,v5.17,TN,FP,TN,TN,TN,TN
CVE-2020-15437,torvalds/linux,f4c23a140d80ef5e6d3d1f8f57007649014b60fa,fix,v6.5,TN,FP,TN,TN,TN,TN
CVE-2020-15852,torvalds/linux,cadfad870154e14f745ec845708bc17d166065f2,pre,v4.20,TN,TN,TN,TN,FP,TN
CVE-2020-15852,torvalds/linux,cadfad870154e14f745ec845708bc17d166065f2,vul,v5.5,TP,FN,TP,FN,FN,TP
CVE-2020-15852,torvalds/linux,cadfad870154e14f745ec845708bc17d166065f2,vul,v5.6,TP,FN,FN,FN,TP,TP
CVE-2020-15852,torvalds/linux,cadfad870154e14f745ec845708bc17d166065f2,fix,v6.16,TN,TN,TN,TN,TN,TN
CVE-2020-16120,torvalds/linux,48bd024b8a40d73ad6b086de2615738da0c7004f,vul,v3.18,FN,FN,FN,FN,FN,TP
CVE-2020-16120,torvalds/linux,48bd024b8a40d73ad6b086de2615738da0c7004f,vul,v4.17,FN,TP,FN,TP,FN,TP
CVE-2020-16120,torvalds/linux,48bd024b8a40d73ad6b086de2615738da0c7004f,fix,v6.1,TN,TN,TN,TN,TN,TN
CVE-2020-16120,torvalds/linux,48bd024b8a40d73ad6b086de2615738da0c7004f,fix,v6.13,TN,TN,TN,TN,TN,TN
CVE-2020-1749,torvalds/linux,6c8991f41546c3c472503dff1ea9daaddf9331c2,vul,v4.4,FN,FN,FN,FN,FN,TP
CVE-2020-1749,torvalds/linux,6c8991f41546c3c472503dff1ea9daaddf9331c2,vul,v4.14,TP,TP,TP,TP,FN,TP
CVE-2020-1749,torvalds/linux,6c8991f41546c3c472503dff1ea9daaddf9331c2,fix,v6.0,TN,TN,TN,TN,TN,TN
CVE-2020-1749,torvalds/linux,6c8991f41546c3c472503dff1ea9daaddf9331c2,fix,v6.17,TN,TN,TN,TN,FP,TN
CVE-2020-24586,torvalds/linux,94034c40ab4a3fcf581fbc7f8fdf4e29943c4a24,vul,v2.6.24,FN,FN,FN,FN,TP,TP
CVE-2020-24586,torvalds/linux,94034c40ab4a3fcf581fbc7f8fdf4e29943c4a24,vul,v3.12,FN,TP,FN,FN,FN,TP
CVE-2020-24586,torvalds/linux,94034c40ab4a3fcf581fbc7f8fdf4e29943c4a24,fix,v6.6,TN,TN,TN,TN,TN,TN
CVE-2020-24586,torvalds/linux,94034c40ab4a3fcf581fbc7f8fdf4e29943c4a24,fix,v6.15,TN,TN,TN,TN,TN,TN
CVE-2020-24588,torvalds/linux,2b8a1fee3488c602aca8bea004a087e60806a5cf,vul,v2.6.34,FN,FN,FN,FN,FN,FN
CVE-2020-24588,torvalds/linux,2b8a1fee3488c602aca8bea004a087e60806a5cf,vul,v3.5,FN,FN,FN,FN,FN,FN
CVE-2020-24588,torvalds/linux,2b8a1fee3488c602aca8bea004a087e60806a5cf,fix,v6.4,TN,FP,TN,TN,TN,TN
CVE-2020-24588,torvalds/linux,2b8a1fee3488c602aca8bea004a087e60806a5cf,fix,v6.16,TN,FP,TN,TN,FP,TN
CVE-2020-25285,torvalds/linux,17743798d81238ab13050e8e2833699b54e15467,pre,v2.6.25,TN,TN,TN,TN,TN,TN
CVE-2020-25285,torvalds/linux,17743798d81238ab13050e8e2833699b54e15467,vul,v2.6.27,FN,FN,FN,FN,FN,TP
CVE-2020-25285,torvalds/linux,17743798d81238ab13050e8e2833699b54e15467,vul,v3.8,FN,TP,FN,TP,FN,TP
CVE-2020-25285,torvalds/linux,17743798d81238ab13050e8e2833699b54e15467,fix,v6.11,TN,TN,TN,TN,FP,TN
CVE-2020-25645,torvalds/linux,34beb21594519ce64a55a498c2fe7d567bc1ca20,vul,v4.3,FN,FN,FN,FN,FN,TP
CVE-2020-25645,torvalds/linux,34beb21594519ce64a55a498c2fe7d567bc1ca20,vul,v4.14,FN,TP,TP,TP,FN,TP
CVE-2020-25645,torvalds/linux,34beb21594519ce64a55a498c2fe7d567bc1ca20,fix,v6.7,TN,TN,TN,TN,TN,TN
CVE-2020-25645,torvalds/linux,34beb21594519ce64a55a498c2fe7d567bc1ca20,fix,v6.17,TN,TN,TN,TN,TN,TN
CVE-2020-25656,torvalds/linux,82e61c3909db51d91b9d3e2071557b6435018b80,vul,v2.6.37,FN,TP,TP,FN,FN,TP
CVE-2020-25656,torvalds/linux,82e61c3909db51d91b9d3e2071557b6435018b80,vul,v5.2,TP,TP,TP,FN,FN,TP
CVE-2020-25656,torvalds/linux,82e61c3909db51d91b9d3e2071557b6435018b80,fix,v5.11,TN,TN,TN,TN,FP,TN
CVE-2020-25656,torvalds/linux,82e61c3909db51d91b9d3e2071557b6435018b80,fix,v6.7,TN,TN,TN,TN,FP,TN
CVE-2020-25668,torvalds/linux,90bfdeef83f1d6c696039b6a917190dcbbad3220,vul,v2.6.37,FN,TP,TP,FN,FN,TP
CVE-2020-25668,torvalds/linux,90bfdeef83f1d6c696039b6a917190dcbbad3220,vul,v3.5,TP,TP,TP,FN,FN,TP
CVE-2020-25668,torvalds/linux,90bfdeef83f1d6c696039b6a917190dcbbad3220,fix,v5.12,TN,TN,TN,TN,FP,TN
CVE-2020-25668,torvalds/linux,90bfdeef83f1d6c696039b6a917190dcbbad3220,fix,v6.16,TN,TN,TN,TN,TN,TN
CVE-2020-25669,torvalds/linux,77e70d351db7de07a46ac49b87a6c3c7a60fca7e,vul,v2.6.12,FN,TP,FN,TP,FN,TP
CVE-2020-25669,torvalds/linux,77e70d351db7de07a46ac49b87a6c3c7a60fca7e,vul,v2.6.19,TP,TP,TP,TP,FN,TP
CVE-2020-25669,torvalds/linux,77e70d351db7de07a46ac49b87a6c3c7a60fca7e,fix,v5.10,TN,TN,TN,TN,TN,TN
CVE-2020-25669,torvalds/linux,77e70d351db7de07a46ac49b87a6c3c7a60fca7e,fix,v6.13,TN,TN,TN,TN,FP,TN
CVE-2020-25673,torvalds/linux,4b5db93e7f2afbdfe3b78e37879a85290187e6f1,vul,v3.11,FN,TP,TP,FN,FN,TP
CVE-2020-25673,torvalds/linux,4b5db93e7f2afbdfe3b78e37879a85290187e6f1,vul,v4.13,FN,TP,FN,FN,TP,TP
CVE-2020-25673,torvalds/linux,4b5db93e7f2afbdfe3b78e37879a85290187e6f1,fix,v5.18,TN,TN,TN,TN,TN,TN
CVE-2020-25673,torvalds/linux,4b5db93e7f2afbdfe3b78e37879a85290187e6f1,fix,v6.5,TN,TN,TN,TN,TN,TN
CVE-2020-26088,torvalds/linux,26896f01467a28651f7a536143fe5ac8449d4041,pre,v3.4,TN,TN,TN,TN,FP,TN
CVE-2020-26088,torvalds/linux,26896f01467a28651f7a536143fe5ac8449d4041,vul,v3.16,FN,FN,FN,FN,FN,TP
CVE-2020-26088,torvalds/linux,26896f01467a28651f7a536143fe5ac8449d4041,vul,v4.2,TP,FN,TP,FN,FN,TP
CVE-2020-26088,torvalds/linux,26896f01467a28651f7a536143fe5ac8449d4041,fix,v5.13,TN,TN,TN,TN,TN,TN
CVE-2020-26139,torvalds/linux,a8c4d76a8dd4fb9666fc8919a703d85fb8f44ed8,vul,v2.6.25,FN,FN,FN,FN,TP,TP
CVE-2020-26139,torvalds/linux,a8c4d76a8dd4fb9666fc8919a703d85fb8f44ed8,vul,v3.14,TP,TP,FN,TP,TP,TP
CVE-2020-26139,torvalds/linux,a8c4d76a8dd4fb9666fc8919a703d85fb8f44ed8,fix,v6.0,TN,TN,TN,TN,TN,TN
CVE-2020-26139,torvalds/linux,a8c4d76a8dd4fb9666fc8919a703d85fb8f44ed8,fix,v6.4,TN,TN,TN,TN,FP,TN
CVE-2020-26145,torvalds/linux,65c415a144ad8132b6a6d97d4a1919ffc728e2d1,vul,v3.19,FN,FN,FN,FN,FN,FN
CVE-2020-26145,torvalds/linux,65c415a144ad8132b6a6d97d4a1919ffc728e2d1,vul,v4.14,FN,FN,FN,FN,FN,FN
CVE-2020-26145,torvalds/linux,65c415a144ad8132b6a6d97d4a1919ffc728e2d1,fix,v5.18,TN,TN,TN,TN,TN,TN
CVE-2020-26145,torvalds/linux,65c415a144ad8132b6a6d97d4a1919ffc728e2d1,fix,v6.2,TN,TN,TN,TN,TN,TN
CVE-2020-26147,torvalds/linux,965a7d72e798eb7af0aa67210e37cf7ecd1c9cad,vul,v2.6.24,FN,FN,FN,FN,FN,FN
CVE-2020-26147,torvalds/linux,965a7d72e798eb7af0aa67210e37cf7ecd1c9cad,vul,v3.11,FN,FN,FN,FN,FN,FN
CVE-2020-26147,torvalds/linux,965a7d72e798eb7af0aa67210e37cf7ecd1c9cad,fix,v6.1,TN,TN,TN,TN,TN,TN
CVE-2020-26147,torvalds/linux,965a7d72e798eb7af0aa67210e37cf7ecd1c9cad,fix,v6.15,TN,TN,TN,TN,TN,TN
CVE-2020-26555,torvalds/linux,6d19628f539fccf899298ff02ee4c73e4bf6df3f,vul,v3.19,FN,TP,FN,FN,FN,TP
CVE-2020-26555,torvalds/linux,6d19628f539fccf899298ff02ee4c73e4bf6df3f,vul,v4.13,FN,TP,FN,FN,FN,TP
CVE-2020-26555,torvalds/linux,6d19628f539fccf899298ff02ee4c73e4bf6df3f,fix,v5.13,TN,TN,TN,TN,TN,TN
CVE-2020-26555,torvalds/linux,6d19628f539fccf899298ff02ee4c73e4bf6df3f,fix,v6.11,TN,TN,TN,TN,TN,TN
CVE-2020-27066,torvalds/linux,4c59406ed00379c8663f8663d82b2537467ce9d7,pre,v2.6.28,TN,TN,TN,TN,FP,TN
CVE-2020-27066,torvalds/linux,4c59406ed00379c8663f8663d82b2537467ce9d7,vul,v2.6.35,FN,TP,FN,FN,FN,TP
CVE-2020-27066,torvalds/linux,4c59406ed00379c8663f8663d82b2537467ce9d7,vul,v3.12,FN,TP,FN,TP,TP,TP
CVE-2020-27066,torvalds/linux,4c59406ed00379c8663f8663d82b2537467ce9d7,fix,v6.15,TN,TN,TN,TN,TN,TN
CVE-2020-27067,torvalds/linux,9f775ead5e570e7e19015b9e4e2f3dd6e71a5935,vul,v2.6.35,TP,TP,TP,TP,FN,TP
CVE-2020-27067,torvalds/linux,9f775ead5e570e7e19015b9e4e2f3dd6e71a5935,vul,v4.9,TP,TP,TP,TP,FN,TP
CVE-2020-27067,torvalds/linux,9f775ead5e570e7e19015b9e4e2f3dd6e71a5935,fix,v4.19,TN,TN,TN,TN,TN,TN
CVE-2020-27067,torvalds/linux,9f775ead5e570e7e19015b9e4e2f3dd6e71a5935,fix,v6.12,TN,TN,TN,TN,FP,TN
CVE-2020-27170,torvalds/linux,f232326f6966cf2a1d1db7bc917a4ce5f9f55f76,pre,v5.8,FP,TN,FP,TN,TN,FP
CVE-2020-27170,torvalds/linux,f232326f6966cf2a1d1db7bc917a4ce5f9f55f76,vul,v5.10,TP,FN,TP,FN,FN,TP
CVE-2020-27170,torvalds/linux,f232326f6966cf2a1d1db7bc917a4ce5f9f55f76,vul,v5.11,FN,FN,TP,FN,FN,TP
CVE-2020-27170,torvalds/linux,f232326f6966cf2a1d1db7bc917a4ce5f9f55f76,fix,v6.17,TN,TN,TN,TN,FP,TN
CVE-2020-27418,torvalds/linux,513dc792d6060d5ef572e43852683097a8420f56,vul,v2.6.14,FN,FN,FN,FN,FN,TP
CVE-2020-27418,torvalds/linux,513dc792d6060d5ef572e43852683097a8420f56,vul,v2.6.24,FN,TP,TP,FN,FN,TP
CVE-2020-27418,torvalds/linux,513dc792d6060d5ef572e43852683097a8420f56,fix,v6.7,TN,TN,TN,TN,TN,TN
CVE-2020-27418,torvalds/linux,513dc792d6060d5ef572e43852683097a8420f56,fix,v6.9,TN,TN,TN,TN,TN,TN
CVE-2020-27675,torvalds/linux,073d0552ead5bfc7a3a9c01de590e924f11b5dd2,vul,v3.14,TP,TP,TP,TP,FN,TP
CVE-2020-27675,torvalds/linux,073d0552ead5bfc7a3a9c01de590e924f11b5dd2,vul,v5.4,TP,TP,TP,TP,FN,TP
CVE-2020-27675,torvalds/linux,073d0552ead5bfc7a3a9c01de590e924f11b5dd2,fix,v6.6,TN,FP,TN,TN,TN,TN
CVE-2020-27675,torvalds/linux,073d0552ead5bfc7a3a9c01de590e924f11b5dd2,fix,v6.13,TN,FP,TN,TN,TN,TN
CVE-2020-27777,torvalds/linux,bd59380c5ba4147dcbaad3e582b55ccfd120b764,vul,v2.6.15,FN,FN,FN,FN,FN,FN
CVE-2020-27777,torvalds/linux,bd59380c5ba4147dcbaad3e582b55ccfd120b764,vul,v2.6.35,FN,FN,FN,FN,FN,FN
CVE-2020-27777,torvalds/linux,bd59380c5ba4147dcbaad3e582b55ccfd120b764,fix,v6.2,TN,TN,TN,TN,TN,TN
CVE-2020-27777,torvalds/linux,bd59380c5ba4147dcbaad3e582b55ccfd120b764,fix,v6.11,TN,TN,TN,TN,TN,TN
CVE-2020-27786,torvalds/linux,c1f6e3c818dd734c30f6a7eeebf232ba2cf3181d,vul,v2.6.12,FN,TP,FN,FN,FN,TP
