vul_id,repo,fixed_commit_sha,tag,version,vuddy,movery,v1scan,fire,vulture,verdict
CVE-2021-47067,torvalds/linux,ef85bb582c41524e9e68dfdbde48e519dac4ab3d,fix,v5.14,TN,TN,TN,TN,TN,TN
CVE-2021-47067,torvalds/linux,ef85bb582c41524e9e68dfdbde48e519dac4ab3d,fix,v5.17,TN,TN,TN,TN,TN,TN
CVE-2021-47071,torvalds/linux,3ee098f96b8b6c1a98f7f97915f8873164e6af9d,pre,v4.17,TN,FP,TN,TN,FP,FP
CVE-2021-47071,torvalds/linux,3ee098f96b8b6c1a98f7f97915f8873164e6af9d,vul,v4.20,FN,TP,FN,FN,FN,TP
CVE-2021-47071,torvalds/linux,3ee098f96b8b6c1a98f7f97915f8873164e6af9d,vul,v5.11,TP,TP,TP,FN,FN,TP
CVE-2021-47071,torvalds/linux,3ee098f96b8b6c1a98f7f97915f8873164e6af9d,fix,v6.16,TN,TN,TN,TN,TN,TN
CVE-2021-47074,torvalds/linux,03504e3b54cc8118cc26c064e60a0b00c2308708,vul,v4.8,FN,TP,FN,TP,TP,FN
CVE-2021-47074,torvalds/linux,03504e3b54cc8118cc26c064e60a0b00c2308708,vul,v4.18,FN,TP,FN,TP,TP,FN
CVE-2021-47074,torvalds/linux,03504e3b54cc8118cc26c064e60a0b00c2308708,fix,v6.7,TN,TN,FP,TN,TN,TN
CVE-2021-47074,torvalds/linux,03504e3b54cc8118cc26c064e60a0b00c2308708,fix,v6.11,TN,TN,TN,TN,TN,TN
CVE-2021-47078,torvalds/linux,67f29896fdc83298eed5a6576ff8f9873f709228,vul,v4.8,FN,TP,FN,TP,FN,TP
CVE-2021-47078,torvalds/linux,67f29896fdc83298eed5a6576ff8f9873f709228,vul,v4.17,FN,TP,FN,TP,FN,TP
CVE-2021-47078,torvalds/linux,67f29896fdc83298eed5a6576ff8f9873f709228,fix,v6.0,TN,TN,TN,TN,FP,TN
CVE-2021-47078,torvalds/linux,67f29896fdc83298eed5a6576ff8f9873f709228,fix,v6.17,TN,TN,TN,TN,TN,TN
CVE-2021-47082,torvalds/linux,158b515f703e75e7d68289bf4d98c664e1d632df,vul,v2.6.12,FN,FN,FN,FN,FN,FN
CVE-2021-47082,torvalds/linux,158b515f703e75e7d68289bf4d98c664e1d632df,vul,v3.9,FN,FN,FN,FN,FN,FN
CVE-2021-47082,torvalds/linux,158b515f703e75e7d68289bf4d98c664e1d632df,fix,v6.9,TN,TN,TN,TN,TN,TN
CVE-2021-47082,torvalds/linux,158b515f703e75e7d68289bf4d98c664e1d632df,fix,v6.17,TN,TN,TN,TN,FP,TN
CVE-2021-47090,torvalds/linux,2a57d83c78f889bf3f54eede908d0643c40d5418,pre,v5.5,TN,TN,TN,TN,TN,TN
CVE-2021-47090,torvalds/linux,2a57d83c78f889bf3f54eede908d0643c40d5418,vul,v5.10,FN,FN,FN,FN,FN,TP
CVE-2021-47090,torvalds/linux,2a57d83c78f889bf3f54eede908d0643c40d5418,vul,v5.14,FN,FN,FN,FN,FN,TP
CVE-2021-47090,torvalds/linux,2a57d83c78f889bf3f54eede908d0643c40d5418,fix,v6.11,TN,TN,TN,TN,TN,TN
CVE-2021-47109,torvalds/linux,7a6b1ab7475fd6478eeaf5c9d1163e7a18125c8f,pre,v4.18,TN,TN,TN,TN,FP,TN
CVE-2021-47109,torvalds/linux,7a6b1ab7475fd6478eeaf5c9d1163e7a18125c8f,vul,v5.0,FN,TP,FN,FN,FN,TP
CVE-2021-47109,torvalds/linux,7a6b1ab7475fd6478eeaf5c9d1163e7a18125c8f,vul,v5.10,TP,TP,TP,FN,FN,FN
CVE-2021-47109,torvalds/linux,7a6b1ab7475fd6478eeaf5c9d1163e7a18125c8f,fix,v6.13,TN,TN,TN,TN,TN,TN
CVE-2021-47110,torvalds/linux,c02027b5742b5aa804ef08a4a9db433295533046,vul,v2.6.26,FN,FN,FN,FN,FN,TP
CVE-2021-47110,torvalds/linux,c02027b5742b5aa804ef08a4a9db433295533046,vul,v3.10,FN,FN,TP,FN,TP,TP
CVE-2021-47110,torvalds/linux,c02027b5742b5aa804ef08a4a9db433295533046,fix,v6.8,TN,TN,TN,TN,FP,TN
CVE-2021-47110,torvalds/linux,c02027b5742b5aa804ef08a4a9db433295533046,fix,v6.16,TN,TN,TN,TN,TN,TN
CVE-2021-47112,torvalds/linux,8b79feffeca28c5459458fe78676b081e87c93a4,vul,v2.6.26,FN,FN,FN,FN,FN,FN
CVE-2021-47112,torvalds/linux,8b79feffeca28c5459458fe78676b081e87c93a4,vul,v4.15,TP,TP,TP,FN,FN,TP
CVE-2021-47112,torvalds/linux,8b79feffeca28c5459458fe78676b081e87c93a4,fix,v6.6,TN,TN,TN,TN,TN,TN
CVE-2021-47112,torvalds/linux,8b79feffeca28c5459458fe78676b081e87c93a4,fix,v6.15,TN,TN,TN,TN,TN,TN
CVE-2021-47113,torvalds/linux,dc09ef3562726cd520c8338c1640872a60187af5,vul,v4.7,FN,FN,FN,FN,TP,TP
CVE-2021-47113,torvalds/linux,dc09ef3562726cd520c8338c1640872a60187af5,vul,v4.19,FN,FN,FN,FN,FN,TP
CVE-2021-47113,torvalds/linux,dc09ef3562726cd520c8338c1640872a60187af5,fix,v6.2,TN,TN,TN,TN,TN,TN
CVE-2021-47113,torvalds/linux,dc09ef3562726cd520c8338c1640872a60187af5,fix,v6.16,TN,TN,TN,TN,TN,TN
CVE-2021-47117,torvalds/linux,082cd4ec240b8734a82a89ffb890216ac98fec68,vul,v3.0,FN,FN,FN,FN,FN,TP
CVE-2021-47117,torvalds/linux,082cd4ec240b8734a82a89ffb890216ac98fec68,vul,v3.12,FN,FN,FN,FN,FN,TP
CVE-2021-47117,torvalds/linux,082cd4ec240b8734a82a89ffb890216ac98fec68,fix,v6.5,TN,TN,TN,TN,TN,TN
CVE-2021-47117,torvalds/linux,082cd4ec240b8734a82a89ffb890216ac98fec68,fix,v6.12,TN,TN,TN,TN,TN,TN
CVE-2021-47119,torvalds/linux,afd09b617db3786b6ef3dc43e28fe728cfea84df,pre,v2.6.24,TN,TN,TN,TN,TN,FP
CVE-2021-47119,torvalds/linux,afd09b617db3786b6ef3dc43e28fe728cfea84df,vul,v2.6.25,FN,FN,FN,FN,FN,FN
CVE-2021-47119,torvalds/linux,afd09b617db3786b6ef3dc43e28fe728cfea84df,vul,v3.19,FN,TP,FN,FN,FN,TP
CVE-2021-47119,torvalds/linux,afd09b617db3786b6ef3dc43e28fe728cfea84df,fix,v6.4,TN,TN,TN,TN,FP,TN
CVE-2021-47121,torvalds/linux,7f5d86669fa4d485523ddb1d212e0a2d90bd62bb,vul,v3.3,FN,TP,FN,FN,FN,TP
CVE-2021-47121,torvalds/linux,7f5d86669fa4d485523ddb1d212e0a2d90bd62bb,vul,v3.10,FN,TP,FN,TP,TP,TP
CVE-2021-47121,torvalds/linux,7f5d86669fa4d485523ddb1d212e0a2d90bd62bb,fix,v6.1,TN,TN,TN,TN,TN,TN
CVE-2021-47121,torvalds/linux,7f5d86669fa4d485523ddb1d212e0a2d90bd62bb,fix,v6.3,TN,TN,TN,TN,TN,TN
CVE-2021-47122,torvalds/linux,b53558a950a89824938e9811eddfc8efcd94e1bb,pre,v3.0,TN,FP,TN,TN,FP,TN
CVE-2021-47122,torvalds/linux,b53558a950a89824938e9811eddfc8efcd94e1bb,vul,v3.3,FN,TP,TP,TP,FN,TP
CVE-2021-47122,torvalds/linux,b53558a950a89824938e9811eddfc8efcd94e1bb,vul,v3.11,FN,TP,TP,TP,FN,TP
CVE-2021-47122,torvalds/linux,b53558a950a89824938e9811eddfc8efcd94e1bb,fix,v5.13,TN,TN,TN,TN,TN,TN
CVE-2021-47123,torvalds/linux,447c19f3b5074409c794b350b10306e1da1ef4ba,pre,v5.9,TN,TN,TN,TN,FP,TN
CVE-2021-47123,torvalds/linux,447c19f3b5074409c794b350b10306e1da1ef4ba,vul,v5.11,FN,FN,FN,FN,FN,FN
CVE-2021-47123,torvalds/linux,447c19f3b5074409c794b350b10306e1da1ef4ba,vul,v5.12,FN,FN,FN,FN,FN,FN
CVE-2021-47123,torvalds/linux,447c19f3b5074409c794b350b10306e1da1ef4ba,fix,v5.17,TN,TN,TN,TN,TN,TN
CVE-2021-47126,torvalds/linux,821bbf79fe46a8b1d18aa456e8ed0a3c208c3754,pre,v5.0,TN,FP,TN,TN,TN,TN
CVE-2021-47126,torvalds/linux,821bbf79fe46a8b1d18aa456e8ed0a3c208c3754,vul,v5.3,FN,TP,TP,TP,FN,TP
CVE-2021-47126,torvalds/linux,821bbf79fe46a8b1d18aa456e8ed0a3c208c3754,vul,v5.7,FN,TP,TP,TP,FN,TP
CVE-2021-47126,torvalds/linux,821bbf79fe46a8b1d18aa456e8ed0a3c208c3754,fix,v6.16,TN,TN,TN,TN,FP,TN
CVE-2021-47138,torvalds/linux,88c380df84fbd03f9b137c2b9d0a44b9f2f553b0,pre,v4.9,TN,TN,TN,TN,FP,TN
CVE-2021-47138,torvalds/linux,88c380df84fbd03f9b137c2b9d0a44b9f2f553b0,vul,v5.2,FN,TP,FN,FN,FN,TP
CVE-2021-47138,torvalds/linux,88c380df84fbd03f9b137c2b9d0a44b9f2f553b0,vul,v5.6,TP,TP,TP,FN,FN,TP
CVE-2021-47138,torvalds/linux,88c380df84fbd03f9b137c2b9d0a44b9f2f553b0,fix,v5.13,TN,TN,TN,TN,TN,TN
CVE-2021-47139,torvalds/linux,a289a7e5c1d49b7d47df9913c1cc81fb48fab613,pre,v5.2,TN,FP,TN,FP,FP,FP
CVE-2021-47139,torvalds/linux,a289a7e5c1d49b7d47df9913c1cc81fb48fab613,vul,v5.6,FN,TP,FN,TP,FN,TP
CVE-2021-47139,torvalds/linux,a289a7e5c1d49b7d47df9913c1cc81fb48fab613,vul,v5.11,FN,TP,TP,TP,FN,TP
CVE-2021-47139,torvalds/linux,a289a7e5c1d49b7d47df9913c1cc81fb48fab613,fix,v6.17,TN,FP,TN,TN,TN,TN
CVE-2021-47142,torvalds/linux,1e5c37385097c35911b0f8a0c67ffd10ee1af9a2,vul,v4.2,FN,FN,FN,FN,TP,FN
CVE-2021-47142,torvalds/linux,1e5c37385097c35911b0f8a0c67ffd10ee1af9a2,vul,v4.17,FN,FN,FN,FN,FN,FN
CVE-2021-47142,torvalds/linux,1e5c37385097c35911b0f8a0c67ffd10ee1af9a2,fix,v5.16,TN,TN,TN,TN,TN,TN
CVE-2021-47142,torvalds/linux,1e5c37385097c35911b0f8a0c67ffd10ee1af9a2,fix,v6.5,TN,TN,TN,TN,TN,TN
CVE-2021-47150,torvalds/linux,619fee9eb13b5d29e4267cb394645608088c28a8,pre,v3.16,TN,TN,TN,TN,TN,TN
CVE-2021-47150,torvalds/linux,619fee9eb13b5d29e4267cb394645608088c28a8,vul,v3.18,FN,FN,FN,FN,FN,TP
CVE-2021-47150,torvalds/linux,619fee9eb13b5d29e4267cb394645608088c28a8,vul,v4.9,FN,FN,FN,FN,FN,TP
CVE-2021-47150,torvalds/linux,619fee9eb13b5d29e4267cb394645608088c28a8,fix,v6.7,TN,TN,TN,TN,TN,TN
CVE-2021-47153,torvalds/linux,e4d8716c3dcec47f1557024add24e1f3c09eb24b,pre,v3.4,TN,TN,TN,TN,TN,FP
CVE-2021-47153,torvalds/linux,e4d8716c3dcec47f1557024add24e1f3c09eb24b,vul,v3.6,FN,FN,FN,FN,FN,TP
CVE-2021-47153,torvalds/linux,e4d8716c3dcec47f1557024add24e1f3c09eb24b,vul,v4.8,TP,FN,FN,FN,FN,FN
CVE-2021-47153,torvalds/linux,e4d8716c3dcec47f1557024add24e1f3c09eb24b,fix,v6.15,TN,TN,TN,TN,FP,TN
CVE-2021-47161,torvalds/linux,680ec0549a055eb464dce6ffb4bfb736ef87236e,pre,v4.7,TN,TN,TN,TN,FP,TN
CVE-2021-47161,torvalds/linux,680ec0549a055eb464dce6ffb4bfb736ef87236e,vul,v4.10,FN,FN,FN,FN,FN,TP
CVE-2021-47161,torvalds/linux,680ec0549a055eb464dce6ffb4bfb736ef87236e,vul,v5.1,FN,FN,FN,FN,FN,TP
CVE-2021-47161,torvalds/linux,680ec0549a055eb464dce6ffb4bfb736ef87236e,fix,v6.17,TN,TN,TN,TN,TN,TN
CVE-2021-47162,torvalds/linux,b7df21cf1b79ab7026f545e7bf837bd5750ac026,pre,v4.1,TN,TN,TN,TN,TN,FP
CVE-2021-47162,torvalds/linux,b7df21cf1b79ab7026f545e7bf837bd5750ac026,vul,v4.3,FN,FN,FN,FN,FN,TP
CVE-2021-47162,torvalds/linux,b7df21cf1b79ab7026f545e7bf837bd5750ac026,vul,v5.5,FN,FN,FN,FN,FN,TP
CVE-2021-47162,torvalds/linux,b7df21cf1b79ab7026f545e7bf837bd5750ac026,fix,v6.9,TN,TN,TN,TN,TN,TN
CVE-2021-47166,torvalds/linux,0d0ea309357dea0d85a82815f02157eb7fcda39f,pre,v3.16,TN,TN,TN,TN,TN,FP
CVE-2021-47166,torvalds/linux,0d0ea309357dea0d85a82815f02157eb7fcda39f,vul,v4.0,FN,TP,FN,TP,TP,TP
CVE-2021-47166,torvalds/linux,0d0ea309357dea0d85a82815f02157eb7fcda39f,vul,v4.2,TP,TP,FN,FN,FN,TP
CVE-2021-47166,torvalds/linux,0d0ea309357dea0d85a82815f02157eb7fcda39f,fix,v5.18,TN,TN,TN,TN,TN,TN
CVE-2021-47167,torvalds/linux,56517ab958b7c11030e626250c00b9b1a24b41eb,pre,v3.16,TN,TN,TN,TN,TN,FP
CVE-2021-47167,torvalds/linux,56517ab958b7c11030e626250c00b9b1a24b41eb,vul,v4.0,FN,FN,FN,FN,FN,TP
CVE-2021-47167,torvalds/linux,56517ab958b7c11030e626250c00b9b1a24b41eb,vul,v5.1,FN,FN,FN,FN,FN,TP
CVE-2021-47167,torvalds/linux,56517ab958b7c11030e626250c00b9b1a24b41eb,fix,v5.13,TN,TN,TN,TN,FP,TN
CVE-2021-47169,torvalds/linux,016002848c82eeb5d460489ce392d91fe18c475c,vul,v3.9,TP,TP,TP,TP,FN,TP
CVE-2021-47169,torvalds/linux,016002848c82eeb5d460489ce392d91fe18c475c,vul,v4.18,TP,TP,TP,TP,FN,TP
CVE-2021-47169,torvalds/linux,016002848c82eeb5d460489ce392d91fe18c475c,fix,v5.13,TN,TN,TN,TN,FP,TN
CVE-2021-47169,torvalds/linux,016002848c82eeb5d460489ce392d91fe18c475c,fix,v6.13,TN,TN,TN,TN,TN,TN
CVE-2022-0001,torvalds/linux,d45476d9832409371537013ebdd8dc1a7781f97a,vul,v4.15,FN,FN,FN,FN,TP,FN
CVE-2022-0001,torvalds/linux,d45476d9832409371537013ebdd8dc1a7781f97a,vul,v4.20,FN,TP,FN,TP,TP,TP
CVE-2022-0001,torvalds/linux,d45476d9832409371537013ebdd8dc1a7781f97a,fix,v6.3,TN,TN,TN,TN,FP,TN
CVE-2022-0001,torvalds/linux,d45476d9832409371537013ebdd8dc1a7781f97a,fix,v6.17,TN,TN,TN,TN,TN,TN
CVE-2022-0168,torvalds/linux,d6f5e358452479fa8a773b5c6ccc9e4ec5a20880,vul,v4.20,FN,FN,FN,FN,TP,FN
CVE-2022-0168,torvalds/linux,d6f5e358452479fa8a773b5c6ccc9e4ec5a20880,vul,v5.5,FN,FN,FN,FN,FN,FN
CVE-2022-0168,torvalds/linux,d6f5e358452479fa8a773b5c6ccc9e4ec5a20880,fix,v6.0,TN,TN,TN,TN,TN,TN
CVE-2022-0168,torvalds/linux,d6f5e358452479fa8a773b5c6ccc9e4ec5a20880,fix,v6.3,TN,TN,TN,TN,TN,TN
CVE-2022-0435,torvalds/linux,9aa422ad326634b76309e8ff342c246800621216,pre,v4.6,TN,TN,TN,TN,TN,TN
CVE-2022-0435,torvalds/linux,9aa422ad326634b76309e8ff342c246800621216,vul,v4.8,FN,FN,FN,FN,FN,TP
CVE-2022-0435,torvalds/linux,9aa422ad326634b76309e8ff342c246800621216,vul,v5.0,FN,FN,FN,FN,FN,TP
CVE-2022-0435,torvalds/linux,9aa422ad326634b76309e8ff342c246800621216,fix,v6.16,TN,TN,TN,TN,TN,TN
CVE-2022-0487,torvalds/linux,bd2db32e7c3e35bd4d9b8bbff689434a50893546,vul,v3.16,FN,TP,TP,TP,TP,TP
CVE-2022-0487,torvalds/linux,bd2db32e7c3e35bd4d9b8bbff689434a50893546,vul,v5.10,FN,TP,TP,TP,TP,TP
CVE-2022-0487,torvalds/linux,bd2db32e7c3e35bd4d9b8bbff689434a50893546,fix,v6.6,TN,FP,TN,FP,TN,TN
CVE-2022-0487,torvalds/linux,bd2db32e7c3e35bd4d9b8bbff689434a50893546,fix,v6.17,TN,FP,TN,FP,TN,TN
CVE-2022-0494,torvalds/linux,cc8f7fe1f5eab010191aa4570f27641876fa1267,vul,v5.7,FN,FN,FN,FN,FN,TP
CVE-2022-0494,torvalds/linux,cc8f7fe1f5eab010191aa4570f27641876fa1267,vul,v5.13,TP,FN,FN,FN,FN,TP
CVE-2022-0494,torvalds/linux,cc8f7fe1f5eab010191aa4570f27641876fa1267,fix,v6.14,TN,TN,TN,TN,TN,TN
CVE-2022-0494,torvalds/linux,cc8f7fe1f5eab010191aa4570f27641876fa1267,fix,v6.16,TN,TN,TN,TN,TN,TN
CVE-2022-1011,torvalds/linux,0c4bcfdecb1ac0967619ee7ff44871d93c08c909,pre,v2.6.30,TN,TN,TN,TN,FP,TN
CVE-2022-1011,torvalds/linux,0c4bcfdecb1ac0967619ee7ff44871d93c08c909,vul,v2.6.35,FN,FN,FN,FN,FN,TP
CVE-2022-1011,torvalds/linux,0c4bcfdecb1ac0967619ee7ff44871d93c08c909,vul,v4.6,FN,TP,FN,FN,FN,TP
CVE-2022-1011,torvalds/linux,0c4bcfdecb1ac0967619ee7ff44871d93c08c909,fix,v6.16,TN,TN,TN,TN,TN,TN
CVE-2022-1012,torvalds/linux,b2d057560b8107c633b39aabe517ff9d93f285e3,vul,v2.6.16,FN,FN,FN,FN,TP,TP
CVE-2022-1012,torvalds/linux,b2d057560b8107c633b39aabe517ff9d93f285e3,vul,v3.9,TP,TP,TP,FN,TP,TP
CVE-2022-1012,torvalds/linux,b2d057560b8107c633b39aabe517ff9d93f285e3,fix,v6.3,FP,TN,FP,TN,FP,TN
CVE-2022-1012,torvalds/linux,b2d057560b8107c633b39aabe517ff9d93f285e3,fix,v6.15,FP,TN,FP,TN,TN,TN
CVE-2022-1016,torvalds/linux,4c905f6740a365464e91467aa50916555b28213d,vul,v3.14,FN,FN,FN,FN,FN,FN
CVE-2022-1016,torvalds/linux,4c905f6740a365464e91467aa50916555b28213d,vul,v4.7,FN,TP,FN,FN,FN,TP
CVE-2022-1016,torvalds/linux,4c905f6740a365464e91467aa50916555b28213d,fix,v6.4,TN,TN,TN,TN,TN,TN
CVE-2022-1016,torvalds/linux,4c905f6740a365464e91467aa50916555b28213d,fix,v6.12,TN,FP,TN,FP,FP,FP
CVE-2022-1048,torvalds/linux,92ee3c60ec9fe64404dc035e7c41277d74aa26cb,vul,v2.6.12,FN,FN,FN,FN,FN,TP
CVE-2022-1048,torvalds/linux,92ee3c60ec9fe64404dc035e7c41277d74aa26cb,vul,v3.7,FN,TP,FN,TP,TP,TP
CVE-2022-1048,torvalds/linux,92ee3c60ec9fe64404dc035e7c41277d74aa26cb,fix,v6.6,TN,TN,TN,TN,FP,TN
CVE-2022-1048,torvalds/linux,92ee3c60ec9fe64404dc035e7c41277d74aa26cb,fix,v6.12,TN,TN,TN,TN,TN,TN
CVE-2022-1055,torvalds/linux,04c2a47ffb13c29778e2a14e414ad4cb5a5db4b5,pre,v4.20,TN,TN,FP,FP,TN,FP
CVE-2022-1055,torvalds/linux,04c2a47ffb13c29778e2a14e414ad4cb5a5db4b5,vul,v5.1,FN,FN,TP,TP,FN,TP
CVE-2022-1055,torvalds/linux,04c2a47ffb13c29778e2a14e414ad4cb5a5db4b5,vul,v5.5,FN,FN,TP,TP,FN,TP
CVE-2022-1055,torvalds/linux,04c2a47ffb13c29778e2a14e414ad4cb5a5db4b5,fix,v6.14,TN,TN,TN,TN,FP,TN
CVE-2022-1184,torvalds/linux,46c116b920ebec58031f0a78c5ea9599b0d2a371,vul,v2.6.19,FN,FN,FN,FN,TP,TP
CVE-2022-1184,torvalds/linux,46c116b920ebec58031f0a78c5ea9599b0d2a371,vul,v3.5,FN,FN,FN,FN,FN,TP
CVE-2022-1184,torvalds/linux,46c116b920ebec58031f0a78c5ea9599b0d2a371,fix,v6.12,TN,TN,TN,TN,TN,TN
CVE-2022-1184,torvalds/linux,46c116b920ebec58031f0a78c5ea9599b0d2a371,fix,v6.15,TN,TN,TN,TN,TN,TN
CVE-2022-1198,torvalds/linux,efe4186e6a1b54bf38b9e05450d43b0da1fd7739,vul,v2.6.12,FN,FN,FN,FN,FN,FN
CVE-2022-1198,torvalds/linux,efe4186e6a1b54bf38b9e05450d43b0da1fd7739,vul,v4.15,FN,FN,FN,FN,FN,TP
CVE-2022-1198,torvalds/linux,efe4186e6a1b54bf38b9e05450d43b0da1fd7739,fix,v6.12,TN,TN,TN,TN,TN,TN
CVE-2022-1198,torvalds/linux,efe4186e6a1b54bf38b9e05450d43b0da1fd7739,fix,v6.15,TN,TN,TN,TN,TN,TN
CVE-2022-1199,torvalds/linux,71171ac8eb34ce7fe6b3267dce27c313ab3cb3ac,vul,v2.6.12,FN,FN,FN,FN,FN,FN
CVE-2022-1199,torvalds/linux,71171ac8eb34ce7fe6b3267dce27c313ab3cb3ac,vul,v3.9,FN,FN,FN,FN,FN,FN
CVE-2022-1199,torvalds/linux,71171ac8eb34ce7fe6b3267dce27c313ab3cb3ac,fix,v5.19,TN,TN,TN,TN,TN,TN
CVE-2022-1199,torvalds/linux,71171ac8eb34ce7fe6b3267dce27c313ab3cb3ac,fix,v6.9,TN,TN,TN,TN,TN,TN
CVE-2022-1204,torvalds/linux,9fd75b66b8f68498454d685dc4ba13192ae069b0,vul,v2.6.12,FN,TP,FN,TP,FN,TP
CVE-2022-1204,torvalds/linux,9fd75b66b8f68498454d685dc4ba13192ae069b0,vul,v4.2,FN,TP,FN,TP,FN,TP
CVE-2022-1204,torvalds/linux,9fd75b66b8f68498454d685dc4ba13192ae069b0,fix,v6.0,TN,TN,TN,TN,TN,TN
CVE-2022-1204,torvalds/linux,9fd75b66b8f68498454d685dc4ba13192ae069b0,fix,v6.15,TN,TN,TN,TN,FP,TN
CVE-2022-1263,torvalds/linux,5593473a1e6c743764b08e3b6071cb43b5cfa6c4,vul,v5.6,FN,FN,FN,FN,TP,FN
CVE-2022-1263,torvalds/linux,5593473a1e6c743764b08e3b6071cb43b5cfa6c4,vul,v5.11,TP,TP,TP,TP,TP,TP
CVE-2022-1263,torvalds/linux,5593473a1e6c743764b08e3b6071cb43b5cfa6c4,fix,v5.18,TN,FP,TN,TN,TN,TN
CVE-2022-1263,torvalds/linux,5593473a1e6c743764b08e3b6071cb43b5cfa6c4,fix,v6.13,TN,FP,TN,FP,TN,TN
CVE-2022-1280,torvalds/linux,869e76f7a918f010bd4518d58886969b1f642a04,vul,v4.9,FN,FN,FN,FN,TP,FN
CVE-2022-1280,torvalds/linux,869e76f7a918f010bd4518d58886969b1f642a04,vul,v4.18,FN,FN,FN,FN,FN,FN
CVE-2022-1280,torvalds/linux,869e76f7a918f010bd4518d58886969b1f642a04,fix,v5.15,TN,TN,TN,TN,TN,TN
CVE-2022-1280,torvalds/linux,869e76f7a918f010bd4518d58886969b1f642a04,fix,v6.9,TN,TN,TN,TN,TN,TN
CVE-2022-1353,torvalds/linux,9a564bccb78a76740ea9d75a259942df8143d02c,vul,v2.6.12,FN,TP,FN,TP,TP,TP
CVE-2022-1353,torvalds/linux,9a564bccb78a76740ea9d75a259942df8143d02c,vul,v2.6.39,FN,TP,TP,TP,FN,TP
CVE-2022-1353,torvalds/linux,9a564bccb78a76740ea9d75a259942df8143d02c,fix,v5.17,TN,TN,TN,TN,TN,TN
CVE-2022-1353,torvalds/linux,9a564bccb78a76740ea9d75a259942df8143d02c,fix,v6.0,TN,TN,TN,TN,TN,TN
CVE-2022-1419,torvalds/linux,4b848f20eda5974020f043ca14bacf7a7e634fc8,vul,v4.1,FN,FN,FN,FN,TP,TP
CVE-2022-1419,torvalds/linux,4b848f20eda5974020f043ca14bacf7a7e634fc8,vul,v4.13,FN,FN,FN,TP,TP,TP
CVE-2022-1419,torvalds/linux,4b848f20eda5974020f043ca14bacf7a7e634fc8,fix,v5.6,TN,TN,TN,TN,TN,TN
CVE-2022-1419,torvalds/linux,4b848f20eda5974020f043ca14bacf7a7e634fc8,fix,v5.9,TN,TN,TN,TN,TN,TN
CVE-2022-1508,torvalds/linux,89c2b3b74918200e46699338d7bcc19b1ea12110,pre,v5.9,TN,FP,TN,TN,TN,FP
CVE-2022-1508,torvalds/linux,89c2b3b74918200e46699338d7bcc19b1ea12110,vul,v5.11,FN,TP,FN,TP,FN,TP
CVE-2022-1508,torvalds/linux,89c2b3b74918200e46699338d7bcc19b1ea12110,vul,v5.12,FN,TP,TP,TP,FN,TP
CVE-2022-1508,torvalds/linux,89c2b3b74918200e46699338d7bcc19b1ea12110,fix,v5.19,TN,FP,TN,TN,FP,TN
CVE-2022-1652,torvalds/linux,f71f01394f742fc4558b3f9f4c7ef4c4cf3b07c8,vul,v2.6.12,FN,FN,FN,FN,FN,TP
CVE-2022-1652,torvalds/linux,f71f01394f742fc4558b3f9f4c7ef4c4cf3b07c8,vul,v4.5,FN,FN,FN,TP,FN,TP
CVE-2022-1652,torvalds/linux,f71f01394f742fc4558b3f9f4c7ef4c4cf3b07c8,fix,v5.18,TN,TN,TN,TN,TN,TN
CVE-2022-1652,torvalds/linux,f71f01394f742fc4558b3f9f4c7ef4c4cf3b07c8,fix,v6.9,TN,TN,TN,TN,TN,TN
CVE-2022-1679,torvalds/linux,0ac4827f78c7ffe8eef074bc010e7e34bc22f533,vul,v2.6.35,FN,TP,FN,TP,TP,TP
CVE-2022-1679,torvalds/linux,0ac4827f78c7ffe8eef074bc010e7e34bc22f533,vul,v2.6.38,FN,TP,FN,TP,FN,TP
CVE-2022-1679,torvalds/linux,0ac4827f78c7ffe8eef074bc010e7e34bc22f533,fix,v6.8,TN,FP,TN,FP,TN,TN
CVE-2022-1679,torvalds/linux,0ac4827f78c7ffe8eef074bc010e7e34bc22f533,fix,v6.9,TN,FP,TN,FP,TN,TN
CVE-2022-1729,torvalds/linux,3ac6487e584a1eb54071dbe1212e05b884136704,pre,v3.16,TN,TN,TN,TN,TN,FP
CVE-2022-1729,torvalds/linux,3ac6487e584a1eb54071dbe1212e05b884136704,vul,v4.0,FN,FN,FN,FN,FN,TP
CVE-2022-1729,torvalds/linux,3ac6487e584a1eb54071dbe1212e05b884136704,vul,v4.14,FN,FN,FN,FN,FN,TP
CVE-2022-1729,torvalds/linux,3ac6487e584a1eb54071dbe1212e05b884136704,fix,v6.16,TN,TN,TN,TN,TN,TN
CVE-2022-1734,torvalds/linux,d270453a0d9ec10bb8a802a142fb1b3601a83098,pre,v3.14,TN,FP,TN,TN,FP,TN
CVE-2022-1734,torvalds/linux,d270453a0d9ec10bb8a802a142fb1b3601a83098,vul,v4.4,FN,TP,FN,FN,TP,TP
CVE-2022-1734,torvalds/linux,d270453a0d9ec10bb8a802a142fb1b3601a83098,vul,v4.13,TP,TP,TP,FN,TP,TP
CVE-2022-1734,torvalds/linux,d270453a0d9ec10bb8a802a142fb1b3601a83098,fix,v5.18,TN,FP,TN,TN,TN,TN
CVE-2022-1852,torvalds/linux,fee060cd52d69c114b62d1a2948ea9648b5131f9,pre,v5.10,TN,TN,TN,TN,TN,TN
