cve,type,version_path
CVE-2022-1508,fix,torvalds/linux/CVE-2022-1508/fix/v5.19
CVE-2023-52458,fix,torvalds/linux/CVE-2023-52458/fix/v6.10
CVE-2024-26719,fix,torvalds/linux/CVE-2024-26719/fix/v6.16
CVE-2020-12363,fix,torvalds/linux/CVE-2020-12363/fix/v6.0
CVE-2021-32606,fix,torvalds/linux/CVE-2021-32606/fix/v5.19
CVE-2023-52586,fix,torvalds/linux/CVE-2023-52586/fix/v6.15
CVE-2021-47055,fix,torvalds/linux/CVE-2021-47055/fix/v6.1
CVE-2022-22942,fix,torvalds/linux/CVE-2022-22942/fix/v6.17
CVE-2020-7053,fix,torvalds/linux/CVE-2020-7053/fix/v5.2
CVE-2020-29374,fix,torvalds/linux/CVE-2020-29374/fix/v6.16
CVE-2022-21385,fix,torvalds/linux/CVE-2022-21385/fix/v5.8
CVE-2022-21385,fix,torvalds/linux/CVE-2022-21385/fix/v6.8
CVE-2021-28691,fix,torvalds/linux/CVE-2021-28691/fix/v6.7
CVE-2024-26593,fix,torvalds/linux/CVE-2024-26593/fix/v6.15
CVE-2022-1016,fix,torvalds/linux/CVE-2022-1016/fix/v6.12
CVE-2022-1055,fix,torvalds/linux/CVE-2022-1055/fix/v6.14
CVE-2024-0582,fix,torvalds/linux/CVE-2024-0582/fix/v6.17
CVE-2023-52625,fix,torvalds/linux/CVE-2023-52625/fix/v6.13
CVE-2021-47056,fix,torvalds/linux/CVE-2021-47056/fix/v6.2
CVE-2020-26139,fix,torvalds/linux/CVE-2020-26139/fix/v6.4
CVE-2020-10135,fix,torvalds/linux/CVE-2020-10135/fix/v6.16
CVE-2020-12114,fix,torvalds/linux/CVE-2020-12114/fix/v6.17
CVE-2023-52596,fix,torvalds/linux/CVE-2023-52596/fix/v6.13
CVE-2022-4378,fix,torvalds/linux/CVE-2022-4378/fix/v6.11
CVE-2022-1852,fix,torvalds/linux/CVE-2022-1852/fix/v6.14
CVE-2021-47082,fix,torvalds/linux/CVE-2021-47082/fix/v6.17
CVE-2022-36402,fix,torvalds/linux/CVE-2022-36402/fix/v6.5
CVE-2022-3110,fix,torvalds/linux/CVE-2022-3110/fix/v6.2
CVE-2021-47153,fix,torvalds/linux/CVE-2021-47153/fix/v6.15
CVE-2022-4696,fix,torvalds/linux/CVE-2022-4696/fix/v5.19
CVE-2022-0330,fix,torvalds/linux/CVE-2022-0330/fix/v6.0
CVE-2021-33098,fix,torvalds/linux/CVE-2021-33098/fix/v6.12
CVE-2024-26764,fix,torvalds/linux/CVE-2024-26764/fix/v6.16
CVE-2022-45869,fix,torvalds/linux/CVE-2022-45869/fix/v6.13
CVE-2020-27786,fix,torvalds/linux/CVE-2020-27786/fix/v6.9
CVE-2023-52477,fix,torvalds/linux/CVE-2023-52477/fix/v6.6
CVE-2022-24448,fix,torvalds/linux/CVE-2022-24448/fix/v5.17
CVE-2022-29156,fix,torvalds/linux/CVE-2022-29156/fix/v6.6
CVE-2023-22999,fix,torvalds/linux/CVE-2023-22999/fix/v6.16
CVE-2023-52624,fix,torvalds/linux/CVE-2023-52624/fix/v6.11
CVE-2022-20422,fix,torvalds/linux/CVE-2022-20422/fix/v6.2
CVE-2023-52593,fix,torvalds/linux/CVE-2023-52593/fix/v6.11
CVE-2021-29264,fix,torvalds/linux/CVE-2021-29264/fix/v5.12
CVE-2021-47119,fix,torvalds/linux/CVE-2021-47119/fix/v6.4
CVE-2021-47078,fix,torvalds/linux/CVE-2021-47078/fix/v6.0
CVE-2021-47126,fix,torvalds/linux/CVE-2021-47126/fix/v6.16
CVE-2021-3573,fix,torvalds/linux/CVE-2021-3573/fix/v5.14
CVE-2021-47170,fix,torvalds/linux/CVE-2021-47170/fix/v6.13
CVE-2022-3522,fix,torvalds/linux/CVE-2022-3522/fix/v6.17
CVE-2022-3629,fix,torvalds/linux/CVE-2022-3629/fix/v6.15
CVE-2021-4204,fix,torvalds/linux/CVE-2021-4204/fix/v6.17
CVE-2024-26731,fix,torvalds/linux/CVE-2024-26731/fix/v6.9
CVE-2021-46933,fix,torvalds/linux/CVE-2021-46933/fix/v6.4
CVE-2023-52444,fix,torvalds/linux/CVE-2023-52444/fix/v6.16
CVE-2021-47169,fix,torvalds/linux/CVE-2021-47169/fix/v5.13
CVE-2021-4028,fix,torvalds/linux/CVE-2021-4028/fix/v5.15
CVE-2023-52513,fix,torvalds/linux/CVE-2023-52513/fix/v6.8
CVE-2021-28711,fix,torvalds/linux/CVE-2021-28711/fix/v6.11
CVE-2023-3006,fix,torvalds/linux/CVE-2023-3006/fix/v6.15
CVE-2024-26584,fix,torvalds/linux/CVE-2024-26584/fix/v6.8
CVE-2024-26774,fix,torvalds/linux/CVE-2024-26774/fix/v6.17
CVE-2022-3543,fix,torvalds/linux/CVE-2022-3543/fix/v6.17
CVE-2021-47016,fix,torvalds/linux/CVE-2021-47016/fix/v6.13
CVE-2020-10742,fix,torvalds/linux/CVE-2020-10742/fix/v4.18
CVE-2020-36312,fix,torvalds/linux/CVE-2020-36312/fix/v6.5
CVE-2024-26669,fix,torvalds/linux/CVE-2024-26669/fix/v6.8
CVE-2021-4083,fix,torvalds/linux/CVE-2021-4083/fix/v5.16
CVE-2023-0266,fix,torvalds/linux/CVE-2023-0266/fix/v6.12
CVE-2024-26598,fix,torvalds/linux/CVE-2024-26598/fix/v6.10
CVE-2022-42703,fix,torvalds/linux/CVE-2022-42703/fix/v6.10
CVE-2020-10757,fix,torvalds/linux/CVE-2020-10757/fix/v6.17
CVE-2021-46978,fix,torvalds/linux/CVE-2021-46978/fix/v6.15
CVE-2021-4203,fix,torvalds/linux/CVE-2021-4203/fix/v6.17
CVE-2024-26588,fix,torvalds/linux/CVE-2024-26588/fix/v6.17
CVE-2021-46935,fix,torvalds/linux/CVE-2021-46935/fix/v6.8
CVE-2021-0512,fix,torvalds/linux/CVE-2021-0512/fix/v6.11
CVE-2023-1838,fix,torvalds/linux/CVE-2023-1838/fix/v6.2
CVE-2021-44733,fix,torvalds/linux/CVE-2021-44733/fix/v5.18
CVE-2020-25668,fix,torvalds/linux/CVE-2020-25668/fix/v5.12
CVE-2021-47036,fix,torvalds/linux/CVE-2021-47036/fix/v6.16
CVE-2023-52578,fix,torvalds/linux/CVE-2023-52578/fix/v6.16
CVE-2024-26607,fix,torvalds/linux/CVE-2024-26607/fix/v6.17
CVE-2021-3752,fix,torvalds/linux/CVE-2021-3752/fix/v5.16
CVE-2020-10767,fix,torvalds/linux/CVE-2020-10767/fix/v6.17
CVE-2023-52615,fix,torvalds/linux/CVE-2023-52615/fix/v6.8
CVE-2023-32233,fix,torvalds/linux/CVE-2023-32233/fix/v6.17
CVE-2023-52526,fix,torvalds/linux/CVE-2023-52526/fix/v6.15
CVE-2020-14416,fix,torvalds/linux/CVE-2020-14416/fix/v6.0
CVE-2021-47060,fix,torvalds/linux/CVE-2021-47060/fix/v6.5
CVE-2021-27364,fix,torvalds/linux/CVE-2021-27364/fix/v6.6
CVE-2021-45486,fix,torvalds/linux/CVE-2021-45486/fix/v6.13
CVE-2020-12769,fix,torvalds/linux/CVE-2020-12769/fix/v5.5
CVE-2020-35513,fix,torvalds/linux/CVE-2020-35513/fix/v6.12
CVE-2021-33061,fix,torvalds/linux/CVE-2021-33061/fix/v6.12
CVE-2020-14305,fix,torvalds/linux/CVE-2020-14305/fix/v6.0
CVE-2021-4148,fix,torvalds/linux/CVE-2021-4148/fix/v5.19
CVE-2022-48628,fix,torvalds/linux/CVE-2022-48628/fix/v6.11
CVE-2022-3643,fix,torvalds/linux/CVE-2022-3643/fix/v6.8
CVE-2024-26581,fix,torvalds/linux/CVE-2024-26581/fix/v6.8
CVE-2021-33656,fix,torvalds/linux/CVE-2021-33656/fix/v6.9
CVE-2023-23002,fix,torvalds/linux/CVE-2023-23002/fix/v6.16
CVE-2022-1048,fix,torvalds/linux/CVE-2022-1048/fix/v6.6
CVE-2020-28374,fix,torvalds/linux/CVE-2020-28374/fix/v5.14
CVE-2020-14385,fix,torvalds/linux/CVE-2020-14385/fix/v6.10
CVE-2023-2162,fix,torvalds/linux/CVE-2023-2162/fix/v6.10
CVE-2021-46998,fix,torvalds/linux/CVE-2021-46998/fix/v6.13
CVE-2021-28038,fix,torvalds/linux/CVE-2021-28038/fix/v5.12
CVE-2024-26697,fix,torvalds/linux/CVE-2024-26697/fix/v6.12
CVE-2022-0480,fix,torvalds/linux/CVE-2022-0480/fix/v6.11
CVE-2020-0427,fix,torvalds/linux/CVE-2020-0427/fix/v6.8
CVE-2022-20565,fix,torvalds/linux/CVE-2022-20565/fix/v6.1
CVE-2022-20565,fix,torvalds/linux/CVE-2022-20565/fix/v6.3
CVE-2022-2964,fix,torvalds/linux/CVE-2022-2964/fix/v6.9
CVE-2022-3565,fix,torvalds/linux/CVE-2022-3565/fix/v6.2
CVE-2022-20158,fix,torvalds/linux/CVE-2022-20158/fix/v6.12
CVE-2020-29370,fix,torvalds/linux/CVE-2020-29370/fix/v6.8
CVE-2022-4382,fix,torvalds/linux/CVE-2022-4382/fix/v6.2
CVE-2021-46913,fix,torvalds/linux/CVE-2021-46913/fix/v6.14
CVE-2020-12826,fix,torvalds/linux/CVE-2020-12826/fix/v5.19
CVE-2020-10690,fix,torvalds/linux/CVE-2020-10690/fix/v6.15
CVE-2023-3090,fix,torvalds/linux/CVE-2023-3090/fix/v6.12
CVE-2021-46996,fix,torvalds/linux/CVE-2021-46996/fix/v6.13
CVE-2022-26373,fix,torvalds/linux/CVE-2022-26373/fix/v6.9
CVE-2020-36784,fix,torvalds/linux/CVE-2020-36784/fix/v6.13
CVE-2022-0001,fix,torvalds/linux/CVE-2022-0001/fix/v6.3
CVE-2021-47167,fix,torvalds/linux/CVE-2021-47167/fix/v5.13
CVE-2020-12888,fix,torvalds/linux/CVE-2020-12888/fix/v6.17
CVE-2024-0443,fix,torvalds/linux/CVE-2024-0443/fix/v6.16
CVE-2023-2513,fix,torvalds/linux/CVE-2023-2513/fix/v6.10
CVE-2021-46915,fix,torvalds/linux/CVE-2021-46915/fix/v6.8
CVE-2022-3564,fix,torvalds/linux/CVE-2022-3564/fix/v6.1
CVE-2021-20292,fix,torvalds/linux/CVE-2021-20292/fix/v5.19
CVE-2020-0465,fix,torvalds/linux/CVE-2020-0465/fix/v6.17
CVE-2021-20261,fix,torvalds/linux/CVE-2021-20261/fix/v6.17
CVE-2022-26966,fix,torvalds/linux/CVE-2022-26966/fix/v6.10
CVE-2022-26966,fix,torvalds/linux/CVE-2022-26966/fix/v6.2
CVE-2021-45868,fix,torvalds/linux/CVE-2021-45868/fix/v6.1
CVE-2021-3411,fix,torvalds/linux/CVE-2021-3411/fix/v6.9
CVE-2023-2019,fix,torvalds/linux/CVE-2023-2019/fix/v6.0
CVE-2022-23036,fix,torvalds/linux/CVE-2022-23036/fix/v5.19
CVE-2023-28466,fix,torvalds/linux/CVE-2023-28466/fix/v6.3
CVE-2020-0404,fix,torvalds/linux/CVE-2020-0404/fix/v5.12
CVE-2022-36280,fix,torvalds/linux/CVE-2022-36280/fix/v6.4
CVE-2023-31248,fix,torvalds/linux/CVE-2023-31248/fix/v6.13
CVE-2021-46977,fix,torvalds/linux/CVE-2021-46977/fix/v5.17
CVE-2022-47942,fix,torvalds/linux/CVE-2022-47942/fix/v6.2
CVE-2022-47942,fix,torvalds/linux/CVE-2022-47942/fix/v6.3
CVE-2020-27067,fix,torvalds/linux/CVE-2020-27067/fix/v6.12
CVE-2021-28688,fix,torvalds/linux/CVE-2021-28688/fix/v6.4
CVE-2021-0605,fix,torvalds/linux/CVE-2021-0605/fix/v6.5
CVE-2023-2006,fix,torvalds/linux/CVE-2023-2006/fix/v6.8
CVE-2023-5197,fix,torvalds/linux/CVE-2023-5197/fix/v6.13
CVE-2021-39686,fix,torvalds/linux/CVE-2021-39686/fix/v6.17
CVE-2020-25285,fix,torvalds/linux/CVE-2020-25285/fix/v6.11
CVE-2020-0066,fix,torvalds/linux/CVE-2020-0066/fix/v6.16
CVE-2024-26685,fix,torvalds/linux/CVE-2024-26685/fix/v6.11
CVE-2021-47110,fix,torvalds/linux/CVE-2021-47110/fix/v6.8
CVE-2024-26620,fix,torvalds/linux/CVE-2024-26620/fix/v6.9
CVE-2021-3739,fix,torvalds/linux/CVE-2021-3739/fix/v6.17
CVE-2024-26706,fix,torvalds/linux/CVE-2024-26706/fix/v6.9
CVE-2022-29581,fix,torvalds/linux/CVE-2022-29581/fix/v6.14
CVE-2022-30594,fix,torvalds/linux/CVE-2022-30594/fix/v6.9
CVE-2024-26629,fix,torvalds/linux/CVE-2024-26629/fix/v6.9
CVE-2022-23039,fix,torvalds/linux/CVE-2022-23039/fix/v5.19
CVE-2023-39197,fix,torvalds/linux/CVE-2023-39197/fix/v6.5
CVE-2022-42720,fix,torvalds/linux/CVE-2022-42720/fix/v6.15
CVE-2020-24588,fix,torvalds/linux/CVE-2020-24588/fix/v6.16
CVE-2023-52434,fix,torvalds/linux/CVE-2023-52434/fix/v6.17
CVE-2023-51780,fix,torvalds/linux/CVE-2023-51780/fix/v6.11
CVE-2024-1151,fix,torvalds/linux/CVE-2024-1151/fix/v6.14
CVE-2020-12655,fix,torvalds/linux/CVE-2020-12655/fix/v6.9
CVE-2020-1749,fix,torvalds/linux/CVE-2020-1749/fix/v6.17
CVE-2021-38199,fix,torvalds/linux/CVE-2021-38199/fix/v6.15
CVE-2023-52454,fix,torvalds/linux/CVE-2023-52454/fix/v6.9
CVE-2023-4273,fix,torvalds/linux/CVE-2023-4273/fix/v6.5
CVE-2020-10773,fix,torvalds/linux/CVE-2020-10773/fix/v6.11
CVE-2022-27950,fix,torvalds/linux/CVE-2022-27950/fix/v5.17
CVE-2021-46961,fix,torvalds/linux/CVE-2021-46961/fix/v6.12
CVE-2021-3679,fix,torvalds/linux/CVE-2021-3679/fix/v6.10
CVE-2020-36691,fix,torvalds/linux/CVE-2020-36691/fix/v6.7
CVE-2023-4732,fix,torvalds/linux/CVE-2023-4732/fix/v6.17
CVE-2023-39194,fix,torvalds/linux/CVE-2023-39194/fix/v6.5
CVE-2024-23307,fix,torvalds/linux/CVE-2024-23307/fix/v6.9
CVE-2023-3567,fix,torvalds/linux/CVE-2023-3567/fix/v6.3
CVE-2020-27170,fix,torvalds/linux/CVE-2020-27170/fix/v6.17
CVE-2022-42722,fix,torvalds/linux/CVE-2022-42722/fix/v6.15
CVE-2024-26603,fix,torvalds/linux/CVE-2024-26603/fix/v6.8
CVE-2020-36787,fix,torvalds/linux/CVE-2020-36787/fix/v5.16
CVE-2023-52569,fix,torvalds/linux/CVE-2023-52569/fix/v6.6
CVE-2020-36386,fix,torvalds/linux/CVE-2020-36386/fix/v6.1
CVE-2023-52498,fix,torvalds/linux/CVE-2023-52498/fix/v6.17
CVE-2023-4921,fix,torvalds/linux/CVE-2023-4921/fix/v6.16
CVE-2020-26141,fix,torvalds/linux/CVE-2020-26141/fix/v6.2
CVE-2021-28951,fix,torvalds/linux/CVE-2021-28951/fix/v5.12
CVE-2021-47050,fix,torvalds/linux/CVE-2021-47050/fix/v6.16
CVE-2020-25669,fix,torvalds/linux/CVE-2020-25669/fix/v6.13
CVE-2021-46982,fix,torvalds/linux/CVE-2021-46982/fix/v6.16
CVE-2023-5341,fix,ImageMagick/ImageMagick/CVE-2023-5341/fix/7.1.2-6
CVE-2020-25675,fix,ImageMagick/ImageMagick/CVE-2020-25675/fix/7.1.1-16
CVE-2020-27560,fix,ImageMagick/ImageMagick/CVE-2020-27560/fix/7.1.2-0
CVE-2022-32547,fix,ImageMagick/ImageMagick/CVE-2022-32547/fix/7.1.1-28
CVE-2022-2719,fix,ImageMagick/ImageMagick/CVE-2022-2719/fix/7.1.2-0
CVE-2020-27769,fix,ImageMagick/ImageMagick/CVE-2020-27769/fix/7.1.2-0
CVE-2023-1289,fix,ImageMagick/ImageMagick/CVE-2023-1289/fix/7.1.1-16
CVE-2021-20313,fix,ImageMagick/ImageMagick/CVE-2021-20313/fix/7.1.2-1
CVE-2020-25664,fix,ImageMagick/ImageMagick/CVE-2020-25664/fix/7.1.2-0
CVE-2020-10251,fix,ImageMagick/ImageMagick/CVE-2020-10251/fix/7.0.10-35
CVE-2020-27765,fix,ImageMagick/ImageMagick/CVE-2020-27765/fix/7.1.2-0
CVE-2021-20245,fix,ImageMagick/ImageMagick/CVE-2021-20245/fix/7.1.2-0
CVE-2020-19667,fix,ImageMagick/ImageMagick/CVE-2020-19667/fix/7.1.0-32
CVE-2020-25676,fix,ImageMagick/ImageMagick/CVE-2020-25676/fix/7.1.0-53
CVE-2021-20241,fix,ImageMagick/ImageMagick/CVE-2021-20241/fix/7.1.2-0
CVE-2020-28030,fix,wireshark/wireshark/CVE-2020-28030/fix/v4.6.0
CVE-2020-26575,fix,wireshark/wireshark/CVE-2020-26575/fix/v4.3.0
CVE-2024-24478,fix,wireshark/wireshark/CVE-2024-24478/fix/v4.6.0
CVE-2021-22207,fix,wireshark/wireshark/CVE-2021-22207/fix/v4.6.0
CVE-2020-11647,fix,wireshark/wireshark/CVE-2020-11647/fix/v2.6.16
CVE-2022-0581,fix,wireshark/wireshark/CVE-2022-0581/fix/v2.2.13
CVE-2021-4181,fix,wireshark/wireshark/CVE-2021-4181/fix/v4.6.0
CVE-2020-17498,fix,wireshark/wireshark/CVE-2020-17498/fix/v3.2.9
CVE-2021-4182,fix,wireshark/wireshark/CVE-2021-4182/fix/v4.6.0
CVE-2020-9431,fix,wireshark/wireshark/CVE-2020-9431/fix/v2.6.15
CVE-2020-26418,fix,wireshark/wireshark/CVE-2020-26418/fix/v4.1.0
CVE-2020-26421,fix,wireshark/wireshark/CVE-2020-26421/fix/v4.3.0
CVE-2020-9429,fix,wireshark/wireshark/CVE-2020-9429/fix/v4.3.1
CVE-2020-7045,fix,wireshark/wireshark/CVE-2020-7045/fix/v3.2.0
CVE-2020-27823,fix,uclouvain/openjpeg/CVE-2020-27823/fix/v2.5.0
CVE-2020-27845,fix,uclouvain/openjpeg/CVE-2020-27845/fix/v2.5.1
CVE-2022-32208,fix,curl/curl/CVE-2022-32208/fix/curl-8_9_0
CVE-2021-22926,fix,curl/curl/CVE-2021-22926/fix/curl-8_14_0
CVE-2024-2004,fix,curl/curl/CVE-2024-2004/fix/curl-8_11_0
CVE-2023-46218,fix,curl/curl/CVE-2023-46218/fix/curl-8_17_0
CVE-2020-8177,fix,curl/curl/CVE-2020-8177/fix/curl-8_17_0
CVE-2022-42916,fix,curl/curl/CVE-2022-42916/fix/curl-8_17_0
CVE-2023-23914,fix,curl/curl/CVE-2023-23914/fix/curl-8_17_0
CVE-2023-27535,fix,curl/curl/CVE-2023-27535/fix/curl-8_17_0
CVE-2024-9681,fix,curl/curl/CVE-2024-9681/fix/curl-8_16_0
CVE-2022-27774,fix,curl/curl/CVE-2022-27774/fix/curl-8_7_0
CVE-2023-27534,fix,curl/curl/CVE-2023-27534/fix/curl-8_1_0
CVE-2023-27533,fix,curl/curl/CVE-2023-27533/fix/curl-8_13_0
CVE-2023-28320,fix,curl/curl/CVE-2023-28320/fix/curl-8_17_0
CVE-2024-2398,fix,curl/curl/CVE-2024-2398/fix/curl-8_17_0
CVE-2024-8096,fix,curl/curl/CVE-2024-8096/fix/curl-8_17_0
CVE-2021-22946,fix,curl/curl/CVE-2021-22946/fix/curl-8_7_0
CVE-2021-22945,fix,curl/curl/CVE-2021-22945/fix/curl-8_14_0
CVE-2023-39194,pre,torvalds/linux/CVE-2023-39194/pre/v2.6.29
CVE-2022-42432,pre,torvalds/linux/CVE-2022-42432/pre/v4.20
CVE-2023-2177,pre,torvalds/linux/CVE-2023-2177/pre/v4.13
CVE-2020-12768,pre,torvalds/linux/CVE-2020-12768/pre/v2.6.33
CVE-2024-26696,pre,torvalds/linux/CVE-2024-26696/pre/v3.7
CVE-2023-52467,pre,torvalds/linux/CVE-2023-52467/pre/v5.5
CVE-2024-26614,pre,torvalds/linux/CVE-2024-26614/pre/v4.2
CVE-2021-47024,pre,torvalds/linux/CVE-2021-47024/pre/v4.15
CVE-2022-1011,pre,torvalds/linux/CVE-2022-1011/pre/v2.6.30
CVE-2021-4028,pre,torvalds/linux/CVE-2021-4028/pre/v4.2
CVE-2023-0590,pre,torvalds/linux/CVE-2023-0590/pre/v2.6.27
CVE-2021-46913,pre,torvalds/linux/CVE-2021-46913/pre/v5.5
CVE-2021-47123,pre,torvalds/linux/CVE-2021-47123/pre/v5.9
CVE-2022-48627,pre,torvalds/linux/CVE-2022-48627/pre/v2.6.37
CVE-2021-3923,pre,torvalds/linux/CVE-2021-3923/pre/v2.6.37
CVE-2023-1281,pre,torvalds/linux/CVE-2023-1281/pre/v4.9
CVE-2023-52456,pre,torvalds/linux/CVE-2023-52456/pre/v5.4
CVE-2023-23455,pre,torvalds/linux/CVE-2023-23455/pre/v2.6.12
CVE-2021-47001,pre,torvalds/linux/CVE-2021-47001/pre/v5.3
CVE-2023-4387,pre,torvalds/linux/CVE-2023-4387/pre/v3.12
CVE-2024-0582,pre,torvalds/linux/CVE-2024-0582/pre/v6.2
CVE-2021-3715,pre,torvalds/linux/CVE-2021-3715/pre/v3.16
CVE-2023-23559,pre,torvalds/linux/CVE-2023-23559/pre/v2.6.33
CVE-2021-4095,pre,torvalds/linux/CVE-2021-4095/pre/v5.10
CVE-2023-6176,pre,torvalds/linux/CVE-2023-6176/pre/v5.5
CVE-2022-33743,pre,torvalds/linux/CVE-2022-33743/pre/v4.18
CVE-2020-27066,pre,torvalds/linux/CVE-2020-27066/pre/v2.6.28
CVE-2021-47139,pre,torvalds/linux/CVE-2021-47139/pre/v5.2
CVE-2021-20320,pre,torvalds/linux/CVE-2021-20320/pre/v3.19
CVE-2024-26718,pre,torvalds/linux/CVE-2024-26718/pre/v4.18
CVE-2023-52529,pre,torvalds/linux/CVE-2023-52529/pre/v5.11
CVE-2023-3609,pre,torvalds/linux/CVE-2023-3609/pre/v4.9
CVE-2021-47161,pre,torvalds/linux/CVE-2021-47161/pre/v4.7
CVE-2023-4194,pre,torvalds/linux/CVE-2023-4194/pre/v5.7
CVE-2021-22600,pre,torvalds/linux/CVE-2021-22600/pre/v5.2
CVE-2023-2019,pre,torvalds/linux/CVE-2023-2019/pre/v5.6
CVE-2023-52457,pre,torvalds/linux/CVE-2023-52457/pre/v5.7
CVE-2020-9391,pre,torvalds/linux/CVE-2020-9391/pre/v4.20
CVE-2023-52439,pre,torvalds/linux/CVE-2023-52439/pre/v4.2
CVE-2021-46931,pre,torvalds/linux/CVE-2021-46931/pre/v5.4
CVE-2021-46963,pre,torvalds/linux/CVE-2021-46963/pre/v5.2
CVE-2021-42327,pre,torvalds/linux/CVE-2021-42327/pre/v4.19
CVE-2024-26591,pre,torvalds/linux/CVE-2024-26591/pre/v5.11
CVE-2022-1734,pre,torvalds/linux/CVE-2022-1734/pre/v3.14
CVE-2023-1195,pre,torvalds/linux/CVE-2023-1195/pre/v5.14
CVE-2023-6039,pre,torvalds/linux/CVE-2023-6039/pre/v4.20
CVE-2021-0342,pre,torvalds/linux/CVE-2021-0342/pre/v4.13
CVE-2020-26088,pre,torvalds/linux/CVE-2020-26088/pre/v3.4
CVE-2024-0607,pre,torvalds/linux/CVE-2024-0607/pre/v4.1
CVE-2021-0707,pre,torvalds/linux/CVE-2021-0707/pre/v5.6
CVE-2023-25012,pre,torvalds/linux/CVE-2023-25012/pre/v4.20
CVE-2023-1252,pre,torvalds/linux/CVE-2023-1252/pre/v4.19
CVE-2020-15436,pre,torvalds/linux/CVE-2020-15436/pre/v2.6.36
CVE-2020-14351,pre,torvalds/linux/CVE-2020-14351/pre/v3.2
CVE-2021-47109,pre,torvalds/linux/CVE-2021-47109/pre/v4.18
CVE-2021-47010,pre,torvalds/linux/CVE-2021-47010/pre/v2.6.32
CVE-2023-22999,pre,torvalds/linux/CVE-2023-22999/pre/v5.10
CVE-2023-23000,pre,torvalds/linux/CVE-2023-23000/pre/v4.7
CVE-2023-2898,pre,torvalds/linux/CVE-2023-2898/pre/v5.5
CVE-2023-52473,pre,torvalds/linux/CVE-2023-52473/pre/v6.2
CVE-2022-2977,pre,torvalds/linux/CVE-2022-2977/pre/v4.10
CVE-2021-47138,pre,torvalds/linux/CVE-2021-47138/pre/v4.9
CVE-2021-46972,pre,torvalds/linux/CVE-2021-46972/pre/v5.7
CVE-2024-26615,pre,torvalds/linux/CVE-2024-26615/pre/v4.16
CVE-2021-46932,pre,torvalds/linux/CVE-2021-46932/pre/v2.6.22
CVE-2020-29569,pre,torvalds/linux/CVE-2020-29569/pre/v4.5
CVE-2021-47091,pre,torvalds/linux/CVE-2021-47091/pre/v5.8
CVE-2024-26715,pre,torvalds/linux/CVE-2024-26715/pre/v3.19
CVE-2021-38207,pre,torvalds/linux/CVE-2021-38207/pre/v5.2
CVE-2021-47122,pre,torvalds/linux/CVE-2021-47122/pre/v3.0
CVE-2021-47005,pre,torvalds/linux/CVE-2021-47005/pre/v4.19
CVE-2021-47007,pre,torvalds/linux/CVE-2021-47007/pre/v5.5
CVE-2021-46997,pre,torvalds/linux/CVE-2021-46997/pre/v5.8
CVE-2024-1086,pre,torvalds/linux/CVE-2024-1086/pre/v3.13
CVE-2023-35828,pre,torvalds/linux/CVE-2023-35828/pre/v4.16
CVE-2020-0041,pre,torvalds/linux/CVE-2020-0041/pre/v4.20
CVE-2022-20158,pre,torvalds/linux/CVE-2022-20158/pre/v2.6.12
CVE-2024-26601,pre,torvalds/linux/CVE-2024-26601/pre/v5.8
CVE-2021-47071,pre,torvalds/linux/CVE-2021-47071/pre/v4.17
CVE-2021-45402,pre,torvalds/linux/CVE-2021-45402/pre/v5.3
CVE-2021-28964,pre,torvalds/linux/CVE-2021-28964/pre/v3.5
CVE-2023-6622,pre,torvalds/linux/CVE-2023-6622/pre/v5.7
CVE-2020-10720,pre,torvalds/linux/CVE-2020-10720/pre/v3.14
CVE-2023-52573,pre,torvalds/linux/CVE-2023-52573/pre/v4.19
CVE-2021-34866,pre,torvalds/linux/CVE-2021-34866/pre/v5.7
CVE-2023-23002,pre,torvalds/linux/CVE-2023-23002/pre/v5.5
CVE-2022-1943,pre,torvalds/linux/CVE-2022-1943/pre/v2.6.30
CVE-2023-52448,pre,torvalds/linux/CVE-2023-52448/pre/v3.14
CVE-2023-42752,pre,torvalds/linux/CVE-2023-42752/pre/v2.6.36
CVE-2023-4207,pre,torvalds/linux/CVE-2023-4207/pre/v3.16
CVE-2021-4002,pre,torvalds/linux/CVE-2021-4002/pre/v3.4
CVE-2023-52630,pre,torvalds/linux/CVE-2023-52630/pre/v5.8
CVE-2023-52522,pre,torvalds/linux/CVE-2023-52522/pre/v2.6.32
CVE-2024-26649,pre,torvalds/linux/CVE-2024-26649/pre/v6.1
CVE-2020-12771,pre,torvalds/linux/CVE-2020-12771/pre/v3.13
CVE-2022-3107,pre,torvalds/linux/CVE-2022-3107/pre/v4.14
CVE-2023-52470,pre,torvalds/linux/CVE-2023-52470/pre/v3.14
CVE-2020-15852,pre,torvalds/linux/CVE-2020-15852/pre/v4.20
CVE-2022-4379,pre,torvalds/linux/CVE-2022-4379/pre/v5.4
CVE-2023-4147,pre,torvalds/linux/CVE-2023-4147/pre/v5.4
CVE-2021-47102,pre,torvalds/linux/CVE-2021-47102/pre/v5.10
CVE-2024-26707,pre,torvalds/linux/CVE-2024-26707/pre/v5.5
CVE-2022-1998,pre,torvalds/linux/CVE-2022-1998/pre/v5.9
CVE-2021-47060,pre,torvalds/linux/CVE-2021-47060/pre/v5.1
CVE-2023-7192,pre,torvalds/linux/CVE-2023-7192/pre/v3.2
CVE-2020-0444,pre,torvalds/linux/CVE-2020-0444/pre/v3.15
