vul_id,repo,fixed_commit_sha,patch_file,patch_func,target_file,target_func,CWE,vuln_type,judgement
CVE-2021-31261,gpac/gpac,cd3738dea038dbd12e603ad48cd7373ae0440f65,src/media_tools/isom_hinter.c,gf_hinter_track_new,applications/testapps/hevcbench/main.c,main,Unknown,Unknown,TP
CVE-2021-31261,gpac/gpac,cd3738dea038dbd12e603ad48cd7373ae0440f65,src/media_tools/isom_hinter.c,gf_hinter_track_new,applications/mp4box/mp4box.c,HintFile,Unknown,Unknown,
CVE-2021-32440,gpac/gpac,f0ba83717b6e4d7a15a1676d1fe06152e199b011,src/isomedia/media_odf.c,Media_RewriteODFrame,src/scenegraph/commands.c,gf_sg_command_apply,Unknown,Unknown,
CVE-2021-33365,gpac/gpac,984787de3d414a5f7d43d0b4584d9469dff2a5a5,src/isomedia/isom_read.c,gf_isom_get_root_od,src/jsmods/scene_js.c,js_scene_init,Unknown,Unknown,TP
CVE-2021-33366,gpac/gpac,0a85029d694f992f3631e2f249e4999daee15cbf,src/isomedia/avc_ext.c,gf_isom_oinf_read_entry,src/filters/reframe_nalu.c,naludmx_set_hevc_oinf,Unknown,Unknown,
CVE-2021-4043,gpac/gpac,64a2e1b799352ac7d7aad1989bc06e7b0f2b01db,src/isomedia/box_code_base.c,gitn_box_del,src/isomedia/box_code_base.c,gitn_box_size,Unknown,Unknown,FP
CVE-2021-4043,gpac/gpac,64a2e1b799352ac7d7aad1989bc06e7b0f2b01db,src/isomedia/box_code_base.c,gitn_box_del,src/isomedia/box_code_base.c,gitn_box_write,Unknown,Unknown,FP
CVE-2021-4043,gpac/gpac,64a2e1b799352ac7d7aad1989bc06e7b0f2b01db,src/isomedia/box_code_base.c,gitn_box_del,src/isomedia/box_code_base.c,segr_box_del,Unknown,Unknown,TP
CVE-2021-4043,gpac/gpac,64a2e1b799352ac7d7aad1989bc06e7b0f2b01db,src/isomedia/box_code_base.c,gitn_box_del,src/isomedia/box_dump.c,gitn_box_dump,Unknown,Unknown,FP
CVE-2021-40562,gpac/gpac,5dd71c7201a3e5cf40732d585bfb21c906c171d3,src/filters/reframe_nalu.c,naludmx_create_avc_decoder_config,src/filters/reframe_nalu.c,naludmx_create_avc_decoder_config,Unknown,Unknown,
CVE-2021-40564,gpac/gpac,cf6771c857eb9a290e2c19ddacfdd3ed98b27618,src/media_tools/av_parsers.c,avc_parse_slice,src/filters/hevcsplit.c,hevcsplit_remove_slice_address,Unknown,Unknown,TP
CVE-2021-40564,gpac/gpac,cf6771c857eb9a290e2c19ddacfdd3ed98b27618,src/media_tools/av_parsers.c,avc_parse_slice,src/filters/hevcmerge.c,hevcmerge_rewrite_slice,Unknown,Unknown,TP
CVE-2021-40568,gpac/gpac,f1ae01d745200a258cdf62622f71754c37cb6c30,src/media_tools/av_parsers.c,svc_parse_slice,src/filters/hevcsplit.c,hevcsplit_remove_slice_address,Unknown,Unknown,TP
CVE-2021-40568,gpac/gpac,f1ae01d745200a258cdf62622f71754c37cb6c30,src/media_tools/av_parsers.c,svc_parse_slice,src/filters/hevcmerge.c,hevcmerge_rewrite_slice,Unknown,Unknown,TP
CVE-2021-40570,gpac/gpac,04dbf08bff4d61948bab80c3f9096ecc60c7f302,src/media_tools/av_parsers.c,gf_avc_read_sps_bs_internal,src/media_tools/av_parsers.c,gf_vvc_read_sps_bs_internal,Unknown,Unknown,
CVE-2021-40570,gpac/gpac,04dbf08bff4d61948bab80c3f9096ecc60c7f302,src/media_tools/av_parsers.c,gf_avc_read_sps_bs_internal,src/media_tools/av_parsers.c,hevc_parse_vps_extension,Unknown,Unknown,
CVE-2021-40572,gpac/gpac,7bb1b4a4dd23c885f9db9f577dfe79ecc5433109,src/media_tools/av_parsers.c,gf_av1_reset_state,src/media_tools/av_parsers.c,gf_iamf_reset_state,Unknown,Unknown,
CVE-2021-40572,gpac/gpac,7bb1b4a4dd23c885f9db9f577dfe79ecc5433109,src/media_tools/av_parsers.c,gf_av1_reset_state,src/media_tools/av_parsers.c,gf_av1_reset_state,Unknown,Unknown,
CVE-2021-40574,gpac/gpac,30ac5e5236b790accd1f25347eebf2dc8c6c1bcb,src/filters/load_text.c,gf_text_process_sub,src/scene_manager/text_to_bifs.c,gf_text_import_sub_bifs,Unknown,Unknown,TP
CVE-2021-40576,gpac/gpac,ad18ece95fa064efc0995c4ab2c985f77fb166ec,src/isomedia/hint_track.c,GetHintFormat,src/isomedia/hint_track.c,gf_isom_setup_hint_track,Unknown,Unknown,FP
CVE-2021-40576,gpac/gpac,ad18ece95fa064efc0995c4ab2c985f77fb166ec,src/isomedia/hint_track.c,GetHintFormat,src/isomedia/isom_read.c,gf_isom_get_media_language,Unknown,Unknown,
CVE-2022-1035,gpac/gpac,3718d583c6ade191dc7979c64f48c001ca6f0243,src/scene_manager/scene_dump.c,gf_dump_vrml_simple_field,src/scene_manager/scene_dump.c,gf_dump_vrml_field,Unknown,Unknown,TP
CVE-2022-1441,gpac/gpac,3dbe11b37d65c8472faf0654410068e5500b3adb,src/isomedia/box_code_3gpp.c,diST_box_read,src/isomedia/box_code_base.c,metx_box_read,Unknown,Unknown,
CVE-2022-1441,gpac/gpac,3dbe11b37d65c8472faf0654410068e5500b3adb,src/isomedia/box_code_3gpp.c,diST_box_read,src/ietf/rtcp.c,gf_rtp_decode_rtcp,Unknown,Unknown,
CVE-2022-1441,gpac/gpac,3dbe11b37d65c8472faf0654410068e5500b3adb,src/isomedia/box_code_3gpp.c,diST_box_read,src/filters/mux_ts.c,tsmux_esi_ctrl,Unknown,Unknown,
CVE-2022-1795,gpac/gpac,c535bad50d5812d27ee5b22b54371bddec411514,src/bifs/memory_decoder.c,BM_ParseGlobalQuantizer,src/scenegraph/base_scenegraph.c,gf_sg_reset,Unknown,Unknown,TP
CVE-2022-1795,gpac/gpac,c535bad50d5812d27ee5b22b54371bddec411514,src/bifs/memory_decoder.c,BM_ParseGlobalQuantizer,src/scenegraph/dom_events.c,gf_sg_fire_dom_event,Unknown,Unknown,FP
CVE-2022-1795,gpac/gpac,c535bad50d5812d27ee5b22b54371bddec411514,src/bifs/memory_decoder.c,BM_ParseGlobalQuantizer,src/scenegraph/vrml_js.c,node_get_binding,Unknown,Unknown,
CVE-2022-1795,gpac/gpac,c535bad50d5812d27ee5b22b54371bddec411514,src/bifs/memory_decoder.c,BM_ParseGlobalQuantizer,src/scene_manager/loader_svg.c,gf_sm_load_svg_from_string,Unknown,Unknown,
CVE-2022-2453,gpac/gpac,dc7de8d3d604426c7a6e628d90cb9fb88e7b4c2c,src/bifs/field_decode.c,BD_DecMFFieldVec,src/bifs/field_encode.c,gf_bifs_enc_mf_field,Unknown,Unknown,TP
CVE-2022-3222,gpac/gpac,4e7736d7ec7bf64026daa611da951993bb42fdaf,src/bifs/script_dec.c,SFS_ObjectMemberAccess,src/bifs/script_dec.c,SFS_ForStatement,Unknown,Unknown,
CVE-2023-0818,gpac/gpac,377ab25f3e502db2934a9cf4b54739e1c89a02ff,src/filters/load_text.c,gf_text_get_utf8_line,src/scene_manager/text_to_bifs.c,gf_text_import_sub_bifs,Unknown,Unknown,
CVE-2023-0818,gpac/gpac,377ab25f3e502db2934a9cf4b54739e1c89a02ff,src/filters/load_text.c,gf_text_get_utf8_line,src/filters/load_text.c,parse_srt_line,Unknown,Unknown,
CVE-2023-1654,gpac/gpac,2c055153d401b8c49422971e3a0159869652d3da,src/filter_core/filter_pid.c,gf_filter_pid_configure,src/filter_core/filter_pid.c,gf_filter_pid_inst_swap,Unknown,Unknown,FP
CVE-2023-23143,gpac/gpac,af6a5e7a96ee01a139cce6c9e4edfc069aad17a6,src/media_tools/av_parsers.c,svc_parse_slice,src/filters/hevcsplit.c,hevcsplit_remove_slice_address,Unknown,Unknown,TP
CVE-2023-23143,gpac/gpac,af6a5e7a96ee01a139cce6c9e4edfc069aad17a6,src/media_tools/av_parsers.c,svc_parse_slice,src/filters/hevcmerge.c,hevcmerge_rewrite_slice,Unknown,Unknown,TP
CVE-2023-23144,gpac/gpac,3a2458a49b3e6399709d456d7b35e7a6f50cfb86,src/bifs/unquantize.c,Q_DecCoordOnUnitSphere,src/bifs/quantize.c,Q_EncCoordOnUnitSphere,Unknown,Unknown,TP
CVE-2023-23145,gpac/gpac,4ade98128cbc41d5115b97a41ca2e59529c8dd5f,src/laser/lsr_dec.c,lsr_read_rare_full,src/laser/lsr_dec.c,lsr_read_float_list,Unknown,Unknown,FP
CVE-2023-23145,gpac/gpac,4ade98128cbc41d5115b97a41ca2e59529c8dd5f,src/laser/lsr_dec.c,lsr_read_rare_full,src/laser/lsr_dec.c,lsr_read_script_type,Unknown,Unknown,TP
CVE-2023-2839,gpac/gpac,047f96fb39e6bf70cb9f344093f5886e51dce0ac,src/filters/reframe_nalu.c,naludmx_create_avc_decoder_config,src/filters/reframe_nalu.c,naludmx_create_hevc_decoder_config,Unknown,Unknown,TP
CVE-2023-2839,gpac/gpac,047f96fb39e6bf70cb9f344093f5886e51dce0ac,src/filters/reframe_nalu.c,naludmx_create_avc_decoder_config,src/filters/reframe_nalu.c,naludmx_create_vvc_decoder_config,Unknown,Unknown,
CVE-2023-3012,gpac/gpac,53387aa86c1af1228d0fa57c67f9c7330716d5a7,src/utils/xml_parser.c,xml_sax_append_string,src/utils/xml_parser.c,gf_xml_locate_entity,Unknown,Unknown,
CVE-2023-3291,gpac/gpac,6a748ccc3f76ff10e3ae43014967ea4b0c088aaf,src/filters/reframe_mp3.c,id3dmx_flush,applications/mp4box/mp4box.c,do_compress_top_boxes,Unknown,Unknown,
CVE-2023-46001,gpac/gpac,e79b0cf7e72404750630bc01340e999f3940dbc4,src/isomedia/isom_read.c,gf_isom_get_user_data,src/isomedia/isom_write.c,gf_isom_remove_user_data_item,Unknown,Unknown,TP
CVE-2023-46001,gpac/gpac,e79b0cf7e72404750630bc01340e999f3940dbc4,src/isomedia/isom_read.c,gf_isom_get_user_data,src/isomedia/isom_write.c,gf_isom_remove_user_data,Unknown,Unknown,TP
CVE-2023-4678,gpac/gpac,4607052c482a51dbdacfe1ade10645c181d07b07,src/scene_manager/swf_parse.c,swf_def_font,src/utils/os_net.c,gf_netcap_playback,Unknown,Unknown,
CVE-2023-4678,gpac/gpac,4607052c482a51dbdacfe1ade10645c181d07b07,src/scene_manager/swf_parse.c,swf_def_font,src/filters/dec_scte35.c,scte35dec_initialize_internal,Unknown,Unknown,
CVE-2023-4678,gpac/gpac,4607052c482a51dbdacfe1ade10645c181d07b07,src/filters/reframe_mhas.c,mhas_dmx_process,src/filters/reframe_flac.c,flac_dmx_process,Unknown,Unknown,
CVE-2023-4678,gpac/gpac,4607052c482a51dbdacfe1ade10645c181d07b07,src/filters/reframe_mhas.c,mhas_dmx_process,src/filters/ff_enc.c,ffenc_process_audio,Unknown,Unknown,
CVE-2023-4678,gpac/gpac,4607052c482a51dbdacfe1ade10645c181d07b07,src/filters/reframe_mhas.c,mhas_dmx_process,src/filters/reframer.c,reframer_send_packet,Unknown,Unknown,
CVE-2023-4681,gpac/gpac,4bac19ad854159b21ba70d8ab7c4e1cd1db8ea1c,src/filters/dasher.c,dasher_process,src/filters/dasher.c,dasher_setup_period,Unknown,Unknown,
CVE-2023-46928,gpac/gpac,0753bf6d867343a80a044bf47a27d0b7accc8bf1,src/media_tools/isom_tools.c,gf_media_change_pl,src/media_tools/isom_tools.c,gf_media_split_hevc_tiles,Unknown,Unknown,TP
CVE-2023-46928,gpac/gpac,0753bf6d867343a80a044bf47a27d0b7accc8bf1,src/media_tools/isom_tools.c,gf_media_change_pl,src/media_tools/isom_tools.c,gf_media_change_par,Unknown,Unknown,TP
CVE-2023-46928,gpac/gpac,0753bf6d867343a80a044bf47a27d0b7accc8bf1,src/media_tools/isom_tools.c,gf_media_change_pl,src/media_tools/isom_tools.c,gf_media_change_color,Unknown,Unknown,
CVE-2023-46929,gpac/gpac,4248def5d24325aeb0e35cacde3d56c9411816a6,src/media_tools/av_parsers.c,gf_avc_change_vui,src/media_tools/av_parsers.c,gf_vvc_change_vui,Unknown,Unknown,TP
CVE-2023-46929,gpac/gpac,4248def5d24325aeb0e35cacde3d56c9411816a6,src/media_tools/av_parsers.c,gf_avc_change_vui,src/media_tools/av_parsers.c,gf_hevc_change_vui,Unknown,Unknown,TP
CVE-2023-4720,gpac/gpac,e396648e48c57e2d53988d3fd4465b068b96c89a,src/scene_manager/swf_parse.c,swf_get_s16,src/scene_manager/swf_parse.c,swf_get_argb,Unknown,Unknown,
CVE-2023-4754,gpac/gpac,7e2e92feb1b30fac1d659f6620d743b5a188ffe0,src/scene_manager/swf_parse.c,swf_def_font,src/compositor/mpeg4_text.c,build_text_split,Unknown,Unknown,
CVE-2023-48011,gpac/gpac,c70f49dda4946d6db6aa55588f6a756b76bd84ea,src/isomedia/movie_fragments.c,UpdateRuns,src/isomedia/movie_fragments.c,StoreFragment,Unknown,Unknown,
CVE-2023-48013,gpac/gpac,cd8a95c1efb8f5bfc950b86c2ef77b4c76f6b893,src/filters/isoffin_read_ch.c,isor_reader_get_sample,src/filters/isoffin_read.c,isoffin_channel_switch_quality,Unknown,Unknown,
CVE-2023-5377,gpac/gpac,8e9d6b38c036a97020c462ad48e1132e0ddc57ce,src/isomedia/box_code_base.c,chnl_box_read,src/isomedia/box_code_base.c,chnl_box_read,Unknown,Unknown,
CVE-2023-5377,gpac/gpac,8e9d6b38c036a97020c462ad48e1132e0ddc57ce,src/isomedia/box_code_base.c,chnl_box_write,src/isomedia/box_code_base.c,ftyp_box_write,Unknown,Unknown,
CVE-2023-5377,gpac/gpac,8e9d6b38c036a97020c462ad48e1132e0ddc57ce,src/isomedia/box_code_base.c,chnl_box_read,src/isomedia/box_code_adobe.c,asrt_box_read,Unknown,Unknown,
CVE-2024-24267,gpac/gpac,d28d9ba45cf4f628a7b2c351849a895e6fcf2234,src/utils/os_file.c,gf_fileio_from_mem,src/utils/os_file.c,gf_fileio_from_blob,Unknown,Unknown,TP
CVE-2024-6062,gpac/gpac,31e499d310a48bd17c8b055a0bfe0fe35887a7cd,src/filters/load_text.c,swf_svg_add_iso_sample,src/filters/load_text.c,swf_svg_add_iso_header,Unknown,Unknown,TP
CVE-2024-6062,gpac/gpac,31e499d310a48bd17c8b055a0bfe0fe35887a7cd,src/filters/load_text.c,swf_svg_add_iso_sample,src/filters/mux_isom.c,mp4_mux_on_data_patch,Unknown,Unknown,TP
OSV-2024-142,gpac/gpac,57f3ff863669c8eb8edfabd68021d560900d6c68,src/filters/load_text.c,txtin_setup_ttxt,src/filters/load_text.c,txtin_process_texml,Unknown,Unknown,TP
OSV-2024-142,gpac/gpac,57f3ff863669c8eb8edfabd68021d560900d6c68,src/filters/load_text.c,txtin_setup_ttxt,src/isomedia/tx3g.c,gf_isom_new_text_description,Unknown,Unknown,
CVE-2018-8828,kamailio/kamailio,e1d8008a09d9390ebaf698abe8909e10dfec4097,src/modules/tmx/tmx_pretran.c,tmx_check_pretran,src/modules/presence/utils_func.h,ps_fill_local_contact,Unknown,Unknown,
CVE-2020-27507,kamailio/kamailio,ada3701d22b1fd579f06b4f54fa695fa988e685f,src/modules/tm/t_msgbuilder.c,build_local_reparse,src/core/msg_translator.c,build_res_buf_from_sip_req,Unknown,Unknown,
OSV-2021-1195,kamailio/kamailio,20db418f1e35f31d7a90d7cabbd22ae989b7266c,src/core/parser/contact/contact.c,skip_name,src/modules/db_unixodbc/connection.c,db_unixodbc_load_cell,Unknown,Unknown,
OSV-2021-1202,kamailio/kamailio,17a2eec2a8e47939782c1352ddb0fa4d3e73f9d8,src/core/parser/parse_addr_spec.c,parse_to_param,src/core/parser/parse_addr_spec.c,parse_addr_spec,Unknown,Unknown,
OSV-2021-1330,kamailio/kamailio,bf6bd11a9b969c02a106f94ebf40cefbe8028456,src/core/parser/parse_content.c,parse_content_length,src/core/parser/parse_content.c,decode_mime_type,Unknown,Unknown,TP
OSV-2021-1330,kamailio/kamailio,bf6bd11a9b969c02a106f94ebf40cefbe8028456,src/core/parser/parse_content.c,parse_content_length,src/modules/rtpengine/rtpengine_funcs.c,check_content_type,Unknown,Unknown,
OSV-2021-1330,kamailio/kamailio,bf6bd11a9b969c02a106f94ebf40cefbe8028456,src/core/parser/parse_content.c,parse_content_length,src/modules/rtpproxy/rtpproxy_funcs.c,check_content_type,Unknown,Unknown,
OSV-2024-1200,kamailio/kamailio,e650ace5948c76ea2d8eb7eaeebb5c349970447d,src/core/parser/sdp/sdp_helpr_funcs.c,extract_field,src/modules/nathelper/nathelper.c,nh_extract_mediaip,Unknown,Unknown,
CVE-2015-2304,libarchive/libarchive,59357157706d47c365b2227739e17daba3607526,cpio/cpio.c,main,tar/bsdtar.c,main,Unknown,Unknown,TP
CVE-2017-14166,libarchive/libarchive,fa7438a0ff4033e4741c807394a9af6207940d71,libarchive/archive_read_support_format_xar.c,atol8,libarchive/archive_write_add_filter_uuencode.c,atol8,Unknown,Unknown,FP
CVE-2017-14166,libarchive/libarchive,fa7438a0ff4033e4741c807394a9af6207940d71,libarchive/archive_read_support_format_xar.c,atol8,libarchive/archive_write_add_filter_b64encode.c,atol8,Unknown,Unknown,FP
CVE-2017-14166,libarchive/libarchive,fa7438a0ff4033e4741c807394a9af6207940d71,libarchive/archive_read_support_format_xar.c,atol10,libarchive/archive_read_support_format_ar.c,ar_atol10,Unknown,Unknown,TP
CVE-2017-14166,libarchive/libarchive,fa7438a0ff4033e4741c807394a9af6207940d71,libarchive/archive_read_support_format_xar.c,atol10,libarchive/archive_read_support_format_ar.c,ar_atol8,Unknown,Unknown,FP
CVE-2017-14166,libarchive/libarchive,fa7438a0ff4033e4741c807394a9af6207940d71,libarchive/archive_read_support_format_xar.c,atol10,libarchive/archive_read_support_format_tar.c,tar_atol_base_n,Unknown,Unknown,
CVE-2017-14166,libarchive/libarchive,fa7438a0ff4033e4741c807394a9af6207940d71,libarchive/archive_read_support_format_xar.c,atol10,libarchive/archive_read_support_format_tar.c,tar_atol256,Unknown,Unknown,FP
CVE-2018-1000878,libarchive/libarchive,bfcfe6f04ed20db2504db8a254d1f40a1d84eb28,libarchive/archive_read_support_format_rar.c,rar_read_ahead,libarchive/archive_read_support_format_rar.c,archive_read_format_rar_read_data_skip,Unknown,Unknown,
CVE-2018-1000878,libarchive/libarchive,bfcfe6f04ed20db2504db8a254d1f40a1d84eb28,libarchive/archive_read_support_format_rar.c,rar_read_ahead,libarchive/archive_read_support_format_rar.c,archive_read_format_rar_seek_data,Unknown,Unknown,
CVE-2018-1000879,libarchive/libarchive,15bf44fd2c1ad0e3fd87048b3fcc90c4dcff1175,libarchive/archive_acl.c,archive_acl_from_text_l,libarchive/archive_acl.c,archive_acl_from_text_w,Unknown,Unknown,TP
CVE-2019-18408,libarchive/libarchive,b8592ecba2f9e451e1f5cb7ab6dcee8b8e7b3f60,libarchive/archive_read_support_format_rar.c,archive_read_format_rar_read_data,libarchive/archive_read_support_format_rar.c,read_header,Unknown,Unknown,
CVE-2020-21674,libarchive/libarchive,4f085eea879e2be745f4d9bf57e8513ae48157f4,libarchive/archive_string.c,strncat_from_utf8_libarchive2,libarchive/archive_string.c,archive_string_normalize_D,Unknown,Unknown,
CVE-2021-23177,libarchive/libarchive,fba4f123cc456d2b2538f811bb831483bf336bad,libarchive/archive_disk_acl_freebsd.c,archive_write_disk_set_acls,libarchive/archive_disk_acl_sunos.c,archive_write_disk_set_acls,Unknown,Unknown,
CVE-2021-23177,libarchive/libarchive,fba4f123cc456d2b2538f811bb831483bf336bad,libarchive/archive_disk_acl_freebsd.c,archive_write_disk_set_acls,libarchive/archive_disk_acl_darwin.c,archive_write_disk_set_acls,Unknown,Unknown,
CVE-2021-23177,libarchive/libarchive,fba4f123cc456d2b2538f811bb831483bf336bad,libarchive/archive_disk_acl_linux.c,set_richacl,libarchive/archive_disk_acl_sunos.c,set_acl,Unknown,Unknown,
CVE-2021-23177,libarchive/libarchive,fba4f123cc456d2b2538f811bb831483bf336bad,libarchive/archive_disk_acl_freebsd.c,set_acl,libarchive/archive_acl.c,archive_acl_text_want_type,Unknown,Unknown,
CVE-2021-23177,libarchive/libarchive,fba4f123cc456d2b2538f811bb831483bf336bad,libarchive/archive_disk_acl_freebsd.c,set_acl,libarchive/archive_disk_acl_sunos.c,translate_acl,Unknown,Unknown,
CVE-2021-31566,libarchive/libarchive,b41daecb5ccb4c8e3b2c53fd6147109fc12c3043,libarchive/archive_write_disk_posix.c,_archive_write_disk_close,libarchive/archive_write_disk_windows.c,_archive_write_disk_close,Unknown,Unknown,TP
CVE-2021-31566,libarchive/libarchive,b41daecb5ccb4c8e3b2c53fd6147109fc12c3043,libarchive/archive_write_disk_posix.c,new_fixup,libarchive/archive_write_disk_windows.c,new_fixup,Unknown,Unknown,
OSV-2020-273,libarchive/libarchive,c9267d665c30fa78023bd70b8e9c6f02450777e2,libarchive/archive_read_support_format_rar5.c,process_head_file,libarchive/archive_read_support_format_rar5.c,process_head_file,Unknown,Unknown,
OSV-2020-273,libarchive/libarchive,c9267d665c30fa78023bd70b8e9c6f02450777e2,libarchive/archive_read_support_format_rar5.c,process_head_file,libarchive/archive_read_support_format_rar5.c,process_block,Unknown,Unknown,
OSV-2020-372,libarchive/libarchive,39736c43bd7374beedb372aa300ecf36c9fc4733,libarchive/archive_read_support_format_rar5.c,read_bits_16,libarchive/archive_read_support_format_rar5.c,read_bits_32,Unknown,Unknown,
OSV-2020-628,libarchive/libarchive,b625b17e6fd6e89b2f54236b402ccd3722ace2bb,libarchive/test/test_read_format_rar5.c,DEFINE_TEST,libarchive/test/test_read_format_rar5.c,DEFINE_TEST,Unknown,Unknown,
CVE-2017-15931,radareorg/radare2,c6d0076c924891ad9948a62d89d0bcdaf965f0cd,libr/bin/format/elf/elf.c,store_versioninfo_gnu_verneed,libr/bin/format/elf/elf.c,_maybe_parse_aux_ver_needed_info,Unknown,Unknown,
CVE-2017-15931,radareorg/radare2,c6d0076c924891ad9948a62d89d0bcdaf965f0cd,libr/bin/format/elf/elf.c,store_versioninfo_gnu_verneed,libr/bin/format/elf/elf.c,_process_verdef,Unknown,Unknown,
CVE-2017-16357,radareorg/radare2,0b973e28166636e0ff1fad80baa0385c9c09c53a,libr/bin/format/elf/elf.c,store_versioninfo_gnu_verneed,libr/bin/format/elf/elf.c,_process_symbols_and_imports_in_section,Unknown,Unknown,
CVE-2017-6197,radareorg/radare2,1ea23bd6040441a21fbcfba69dce9a01af03f989,libr/include/r_endian.h,r_read_at_le32,libr/include/r_endian.h,r_read_at_be32,Unknown,Unknown,TP
CVE-2017-6197,radareorg/radare2,1ea23bd6040441a21fbcfba69dce9a01af03f989,libr/include/r_endian.h,r_read_at_le32,libr/include/r_endian.h,r_read_at_le64,Unknown,Unknown,FP
CVE-2017-6197,radareorg/radare2,1ea23bd6040441a21fbcfba69dce9a01af03f989,libr/include/r_endian.h,r_read_at_le32,libr/include/r_endian.h,r_read_at_me64,Unknown,Unknown,FP
CVE-2017-6197,radareorg/radare2,1ea23bd6040441a21fbcfba69dce9a01af03f989,libr/include/r_endian.h,r_read_at_le32,libr/include/r_endian.h,r_read_at_be64,Unknown,Unknown,TP
CVE-2017-6197,radareorg/radare2,1ea23bd6040441a21fbcfba69dce9a01af03f989,libr/include/r_endian.h,r_read_le8,libr/include/r_endian.h,r_read_be8,Unknown,Unknown,
CVE-2017-6197,radareorg/radare2,1ea23bd6040441a21fbcfba69dce9a01af03f989,libr/include/r_endian.h,r_read_le8,libr/include/r_endian.h,r_read_at_le8,Unknown,Unknown,FP
CVE-2017-6197,radareorg/radare2,1ea23bd6040441a21fbcfba69dce9a01af03f989,libr/include/r_endian.h,r_read_le8,libr/include/r_endian.h,r_read_at_be8,Unknown,Unknown,
CVE-2017-6197,radareorg/radare2,1ea23bd6040441a21fbcfba69dce9a01af03f989,libr/include/r_endian.h,r_read_at_le16,libr/include/r_endian.h,r_read_at_be16,Unknown,Unknown,TP
CVE-2017-6197,radareorg/radare2,1ea23bd6040441a21fbcfba69dce9a01af03f989,libr/include/r_endian.h,r_read_at_le16,libr/include/r_endian.h,r_write_at_le16,Unknown,Unknown,FP
CVE-2017-6197,radareorg/radare2,1ea23bd6040441a21fbcfba69dce9a01af03f989,libr/include/r_endian.h,r_read_le32,libr/include/r_endian.h,r_read_be32,Unknown,Unknown,TP
CVE-2017-7274,radareorg/radare2,7ab66cca5bbdf6cb2d69339ef4f513d95e532dbf,libr/util/r_pkcs7.c,r_pkcs7_parse_cms,libr/util/pkcs7.c,r_pkcs7_parse_spcdata,Unknown,Unknown,
CVE-2018-11383,radareorg/radare2,9d348bcc2c4bbd3805e7eec97b594be9febbdf9a,libr/core/cmd_anal.c,cmd_anal_esil,libr/core/vmenus.c,r_core_visual_esil,Unknown,Unknown,
CVE-2018-11384,radareorg/radare2,77c47cf873dd55b396da60baa2ca83bbd39e4add,libr/anal/p/anal_sh.c,sh_op,libr/arch/p/gb/plugin.c,gb_op_calljump,Unknown,Unknown,
CVE-2018-11384,radareorg/radare2,77c47cf873dd55b396da60baa2ca83bbd39e4add,libr/anal/p/anal_sh.c,sh_op,libr/arch/p/arm/plugin_gnu.c,arm_op32,Unknown,Unknown,
CVE-2018-12322,radareorg/radare2,bbb4af56003c1afdad67af0c4339267ca38b1017,libr/anal/p/anal_6502.c,_6502_op,libr/arch/p/xtensa/plugin.c,xtensa_si_op,Unknown,Unknown,
CVE-2018-20457,radareorg/radare2,e5c14c167b0dcf0a53d76bd50bacbbcc0dfc1ae7,libr/asm/arch/arm/armass64.c,parseOperands,libr/egg/egg_lang.c,r_egg_mkvar,Unknown,Unknown,
CVE-2018-20457,radareorg/radare2,e5c14c167b0dcf0a53d76bd50bacbbcc0dfc1ae7,libr/asm/arch/arm/armass.c,armass_assemble,libr/util/file.c,r_file_slurp_lines_from_bottom,Unknown,Unknown,
CVE-2018-20461,radareorg/radare2,a1bc65c3db593530775823d6d7506a457ed95267,libr/core/cmd_anal.c,core_anal_bytes,libr/util/format2.c,r_print_format_hexpairs,Unknown,Unknown,TP
CVE-2018-20461,radareorg/radare2,a1bc65c3db593530775823d6d7506a457ed95267,libr/core/cmd_anal.c,core_anal_bytes,libr/util/format.c,r_print_format_hexpairs,Unknown,Unknown,TP
CVE-2018-20461,radareorg/radare2,a1bc65c3db593530775823d6d7506a457ed95267,libr/core/cmd_anal.c,core_anal_bytes,libr/core/vmenus.c,r_core_visual_bit_editor,Unknown,Unknown,TP
CVE-2021-32494,radareorg/radare2,a07dedb804a82bc01c07072861942dd80c6b6d62,libr/bin/p/bin_mach0.c,rebase_buffer,libr/bin/p/bin_xnu_kernelcache.c,rebase_buffer_fixup,Unknown,Unknown,TP
CVE-2021-32494,radareorg/radare2,a07dedb804a82bc01c07072861942dd80c6b6d62,libr/bin/p/bin_mach0.c,rebase_buffer,libr/bin/p/bin_xnu_kernelcache.c,rebase_buffer,Unknown,Unknown,
CVE-2022-0476,radareorg/radare2,27fe8031782d3a06c3998eaa94354867864f9f1b,libr/bin/format/mdmp/mdmp.c,read_module,libr/bin/format/mdmp/mdmp.c,read_desc,Unknown,Unknown,TP
CVE-2022-0519,radareorg/radare2,6c4428f018d385fc80a33ecddcb37becea685dd5,shlr/java/class.c,r_bin_java_synthetic_attr_new,shlr/java/class.c,r_bin_java_deprecated_attr_new,Unknown,Unknown,
CVE-2022-0519,radareorg/radare2,6c4428f018d385fc80a33ecddcb37becea685dd5,shlr/java/class.c,r_bin_java_synthetic_attr_new,shlr/java/class.c,r_bin_java_constant_value_attr_new,Unknown,Unknown,
CVE-2022-0519,radareorg/radare2,6c4428f018d385fc80a33ecddcb37becea685dd5,shlr/java/class.c,r_bin_java_synthetic_attr_new,shlr/java/class.c,r_bin_java_code_attr_new,Unknown,Unknown,
