cveid,vul_file,vul_line,vul_func,pat_file,pat_line,pat_func,tar_file,tar_line,tar_func
libexif_libexif/CVE-2020-13114_e6a38a1a,exif-mnote-data-canon.c,201,exif_mnote_data_canon_load,exif-mnote-data-canon.c,204,exif_mnote_data_canon_load,/home/cyf/repo_dataset/libexif/libexif/libexif/exif-data.c,856,exif_data_load_data
libexif_libexif/OSV-2021-1521_4bd5cd63,exif-data.c,844,exif_data_load_data,,,,/home/cyf/repo_dataset/libexif/libexif/libexif/olympus/exif-mnote-data-olympus.c,101,exif_mnote_data_olympus_save
libexif_libexif/OSV-2021-1168_a4647a54,mnote-apple-entry.c,34,mnote_apple_entry_get_value,mnote-apple-entry.c,34,mnote_apple_entry_get_value,/home/cyf/repo_dataset/libexif/libexif/libexif/exif-entry.c,453,exif_entry_format_value
libexif_libexif/OSV-2021-1169_b1e292af,,,,exif-mnote-data-apple.c,57,exif_mnote_data_apple_load,/home/cyf/repo_dataset/libexif/libexif/libexif/canon/exif-mnote-data-canon.c,206,exif_mnote_data_canon_load
libexif_libexif/OSV-2021-1527_54461dde,,,,exif-data.c,844,exif_data_load_data,/home/cyf/repo_dataset/libexif/libexif/libexif/olympus/exif-mnote-data-olympus.c,101,exif_mnote_data_olympus_save
libexif_libexif/OSV-2021-1138_eb452f53,exif-mnote-data-apple.c,162,exif_mnote_data_apple_set_byte_order,exif-mnote-data-apple.c,168,exif_mnote_data_apple_set_byte_order,/home/cyf/repo_dataset/libexif/libexif/libexif/canon/exif-mnote-data-canon.c,98,exif_mnote_data_canon_set_byte_order
libexif_libexif/OSV-2021-1128_22799320,exif-mnote-data-apple.c,245,exif_mnote_data_apple_new,exif-mnote-data-apple.c,240,exif_mnote_data_apple_new,/home/cyf/repo_dataset/libexif/libexif/libexif/canon/exif-mnote-data-canon.c,410,exif_mnote_data_canon_new
uclouvain_openjpeg/CVE-2016-10504_397f62c0,tcd.c,1180,opj_tcd_code_block_enc_allocate_data,tcd.c,1180,opj_tcd_code_block_enc_allocate_data,/home/cyf/repo_dataset/uclouvain/openjpeg/src/lib/openjp2/tcd.c,1283,opj_tcd_code_block_enc_allocate
uclouvain_openjpeg/CVE-2016-4796_162f6199,,,,color.c,849,color_cmyk_to_rgb,/home/cyf/repo_dataset/uclouvain/openjpeg/src/bin/jp2/convertbmp.c,235,bmpmask16toimage
uclouvain_openjpeg/CVE-2017-14039_c535531f,,,,j2k.c,4204,opj_j2k_write_sot,/home/cyf/repo_dataset/uclouvain/openjpeg/src/lib/openjp2/cidx_manager.c,128,opj_write_cptr
uclouvain_openjpeg/CVE-2017-14151_afb308b9,tcd.c,1185,opj_tcd_code_block_enc_allocate_data,tcd.c,1185,opj_tcd_code_block_enc_allocate_data,/home/cyf/repo_dataset/uclouvain/openjpeg/src/lib/openjp2/tcd.c,1283,opj_tcd_code_block_enc_allocate
uclouvain_openjpeg/CVE-2017-14040_2cd30c2b,convert.c,771,tgatoimage,convert.c,768,tgatoimage,/home/cyf/repo_dataset/uclouvain/openjpeg/src/bin/jp2/convert.c,2305,rawtoimage_common
uclouvain_openjpeg/CVE-2018-20846_c2771599,pi.c,274,pi_next_pcrl,,,,/home/cyf/repo_dataset/uclouvain/openjpeg/src/lib/openjp2/pi.c,619,opj_pi_next_cprl
uclouvain_openjpeg/OSV-2017-61_cc893a4e,tcd.c,1956,opj_tcd_mct_decode,,,,/home/cyf/repo_dataset/uclouvain/openjpeg/src/lib/openjp2/j2k.c,4978,opj_j2k_read_sod
uclouvain_openjpeg/OSV-2017-22_28094e1e,tcd.c,1956,opj_tcd_mct_decode,,,,/home/cyf/repo_dataset/uclouvain/openjpeg/src/lib/openjp2/j2k.c,4978,opj_j2k_read_sod
uclouvain_openjpeg/CVE-2018-20845_c5bd64ea,pi.c,173,pi_next_rpcl,pi.c,274,pi_next_pcrl,/home/cyf/repo_dataset/uclouvain/openjpeg/src/lib/openjp2/pi.c,619,opj_pi_next_cprl
uclouvain_openjpeg/CVE-2017-14164_dcac91b8,j2k.c,11540,opj_j2k_write_all_tile_parts,,,,/home/cyf/repo_dataset/uclouvain/openjpeg/src/lib/openjp2/j2k.c,12969,opj_j2k_post_write_tile
chakra-core_chakracore/CVE-2018-8500_cd84a0b8,,,,FunctionBody.cpp,2104,RegisterFunctionObjectType,/home/cyf/repo_dataset/chakra-core/ChakraCore/lib/Runtime/Language/JavascriptStackWalker.h,258,WalkUntil
chakra-core_chakracore/CVE-2018-8266_d52c72d2,,,,GlobOptFields.cpp,807,HasLiveObjectHeaderInlinedTypeSym,/home/cyf/repo_dataset/chakra-core/ChakraCore/lib/Backend/Func.cpp,1527,GetObjTypeSpecFldInfo
chakra-core_chakracore/CVE-2017-11792_4e319aa9,,,,JITManager.cpp,9,_Post_writable_byte_size_,/home/cyf/repo_dataset/chakra-core/ChakraCore/lib/Runtime/Types/SpreadArgument.h,71,GetTypeOfString
chakra-core_chakracore/CVE-2018-8629_69a259c8,FlowGraph.cpp,4935,MergePredBlocksValueMaps,,,,/home/cyf/repo_dataset/chakra-core/ChakraCore/lib/Backend/GlobOptFields.cpp,1156,ProcessPropOpInTypeCheckSeq
chakra-core_chakracore/CVE-2020-0813_e6abd1d1,ScriptContext.cpp,2834,AddToEvalMapHelper,,,,/home/cyf/repo_dataset/chakra-core/ChakraCore/lib/Common/Memory/Recycler.cpp,4147,EndCollection
chakra-core_chakracore/CVE-2018-0931_46c98f06,JavascriptStackWalker.cpp,1450,GetBottomMostInlineeOffset,,,,/home/cyf/repo_dataset/chakra-core/ChakraCore/pal/src/synchmgr/synchmanager.cpp,2511,SendMsgToRemoteWorker
chakra-core_chakracore/CVE-2020-0712_2e33d824,,,,ByteCodeEmitter.cpp,5907,EmitReference,/home/cyf/repo_dataset/chakra-core/ChakraCore/lib/Runtime/Language/AsmJsByteCodeGenerator.cpp,2346,EmitSwitch
chakra-core_chakracore/CVE-2018-8276_4196f809,JITServer.cpp,319,ServerAddDOMFastPathHelper,,,,/home/cyf/repo_dataset/chakra-core/ChakraCore/lib/Jsrt/Jsrt.cpp,1199,JsConvertValueToNumber
chakra-core_chakracore/CVE-2018-8354_5192cdc0,,,,Lower.cpp,9433,LowerLdArrViewElemWasm,/home/cyf/repo_dataset/chakra-core/ChakraCore/lib/wabt/src/binary-writer-spec.cc,122,WriteCommandType
chakra-core_chakracore/CVE-2017-11805_a9ea5c93,CrossSite.cpp,438,CommonThunk,,,,/home/cyf/repo_dataset/chakra-core/ChakraCore/lib/Jsrt/Core/JsrtCore.cpp,1106,JsGetAndClearExceptionWithMetadata
chakra-core_chakracore/CVE-2019-0923_97258470,,,,ByteCodeGenerator.cpp,155,EndVisitCatch,/home/cyf/repo_dataset/chakra-core/ChakraCore/lib/Runtime/Language/InterpreterStackFrame.cpp,7576,OP_CloneBlockScope
freerdp_freerdp/CVE-2020-4033_0a98c450,bitmap.c,88,RLEDECOMPRESS,bitmap.c,88,RLEDECOMPRESS,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/codec/include/bitmap.h,98,RLEDECOMPRESS
freerdp_freerdp/CVE-2020-11525_58dc36b3,bitmap.c,272,bitmap_cache_new,bitmap.c,272,bitmap_cache_new,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/cache/bitmap.c,405,bitmap_cache_free
freerdp_freerdp/CVE-2024-32658_1a755d89,interleaved.c,277,ExtractRunLengthMegaMega,,,,/home/cyf/repo_dataset/FreeRDP/FreeRDP/winpr/libwinpr/sspi/Kerberos/krb5glue_mit.c,91,krb5glue_log_error
freerdp_freerdp/CVE-2020-11086_c098f21f,,,,ntlm_compute.c,124,ntlm_read_ntlm_v2_client_challenge,/home/cyf/repo_dataset/FreeRDP/FreeRDP/channels/rail/client/rail_orders.c,89,rail_read_server_minmaxinfo_order
freerdp_freerdp/CVE-2018-8785_602f4a2e,zgfx.c,315,zgfx_decompress,,,,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/core/transport.c,959,parse_default_mode_pdu
freerdp_freerdp/CVE-2020-11048_9301bfe7,,,,rdp.c,146,rdp_read_share_control_header,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/crypto/ber.c,33,ber_read_length
freerdp_freerdp/CVE-2020-11058_3627aaf7,capabilities.c,1397,rdp_read_font_capability_set,capabilities.c,1397,rdp_read_font_capability_set,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/crypto/er.c,198,er_write_contextual_tag
freerdp_freerdp/CVE-2020-11045_f8890a64,update.c,86,update_read_bitmap_data,update.c,86,update_read_bitmap_data,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/core/orders.c,2820,update_read_cache_glyph_order
freerdp_freerdp/CVE-2024-32662_626d10a9,redirection.c,234,rdp_redirection_read_base64_wchar,,,,/home/cyf/repo_dataset/FreeRDP/FreeRDP/winpr/libwinpr/path/shell.c,184,GetPath_XDG_CONFIG_HOME
freerdp_freerdp/CVE-2022-41877_6655841c,,,,drive_main.c,613,drive_process_irp_query_directory,/home/cyf/repo_dataset/FreeRDP/FreeRDP/channels/urbdrc/client/data_transfer.c,801,urb_bulk_or_interrupt_transfer
freerdp_freerdp/CVE-2024-22211_939e9229,planar.c,1649,freerdp_bitmap_planar_context_reset,,,,/home/cyf/repo_dataset/FreeRDP/FreeRDP/winpr/libwinpr/sspi/Schannel/schannel_openssl.c,120,schannel_openssl_client_init
freerdp_freerdp/CVE-2018-8786_445a5a42,,,,update.c,195,update_read_bitmap_update,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/cache/bitmap.c,266,bitmap_cache_register_callbacks
freerdp_freerdp/CVE-2020-11044_67c2aa52,,,,orders.c,2120,update_read_cache_bitmap_v3_order,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/cache/bitmap.c,177,update_gdi_cache_bitmap_v3
freerdp_freerdp/CVE-2018-8789_2ee663f3,ntlm_message.c,93,ntlm_read_message_header,ntlm_message.c,93,ntlm_read_message_header,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/crypto/er.c,31,er_read_length
freerdp_freerdp/CVE-2020-11096_b8beb559,,,,orders.c,116,get_cbr2_bpp,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/primitives/primitives.c,420,primitives_avc444_frame_type_str
freerdp_freerdp/CVE-2020-11097_58a31222,ntlm_av_pairs.c,94,ntlm_av_pair_get_len,,,,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/gdi/gdi.c,1312,gdi_resize
freerdp_freerdp/CVE-2022-39319_11555828,data_transfer.c,216,urbdrc_process_io_control,,,,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/common/settings.c,303,freerdp_device_new
freerdp_freerdp/CVE-2024-32660_5e5d27cf,,,,zgfx.c,408,zgfx_decompress,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/core/info.c,1258,rdp_recv_logon_info_extended
freerdp_freerdp/CVE-2020-11046_ed53cd14,update.c,755,update_recv,update.c,755,update_recv,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/core/fastpath.c,279,fastpath_recv_update_common
freerdp_freerdp/CVE-2018-8788_d1112c27,,,,nsc.c,399,nsc_process_message,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/codec/nsc.c,341,nsc_context_new
freerdp_freerdp/CVE-2020-11099_6ade7b4c,license.c,1215,license_read_new_or_upgrade_license_packet,,,,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/core/license.c,2429,license_answer_license_request
freerdp_freerdp/CVE-2024-32659_6430945c,color.c,836,freerdp_image_copy,color.c,836,freerdp_image_copy,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/primitives/prim_copy.c,347,generic_image_copy_no_overlap_no_alpha
freerdp_freerdp/CVE-2022-39318_80adde17,,,,libusb_udevice.c,1193,libusb_udev_isoch_transfer,/home/cyf/repo_dataset/FreeRDP/FreeRDP/channels/urbdrc/client/data_transfer.c,890,urb_isoch_transfer
freerdp_freerdp/CVE-2024-32661_71e463e3,info.c,1389,rdp_write_logon_info_v1,,,,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/common/settings.c,881,freerdp_capability_buffer_resize
freerdp_freerdp/CVE-2019-17177_9fee4ae0,generate_argument_docbook.c,9,tr_esc_str,generate_argument_docbook.c,9,tr_esc_str,/home/cyf/repo_dataset/FreeRDP/FreeRDP/client/common/man/generate_argument_manpage.c,42,tr_esc_str
freerdp_freerdp/CVE-2018-1000852_baee520e,drdynvc_main.c,1021,drdynvc_process_data_first,,,,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/core/connection.c,1187,rdp_client_connect_auto_detect
freerdp_freerdp/CVE-2023-39354_cd1da25a,nsc.c,217,nsc_stream_initialize,,,,/home/cyf/repo_dataset/FreeRDP/FreeRDP/libfreerdp/core/server.c,113,wts_read_variable_uint
open62541_open62541/CVE-2022-25761_b79db1ac,check_securechannel.c,43,setup_secureChannel,,,,/home/cyf/repo_dataset/open62541/open62541/arch/common/eventloop_mqtt.c,364,findIdenticalBrokerConnection
open62541_open62541/OSV-2017-101_9165b056,ua_types_encoding_binary.c,939,ExtensionObject_decodeBinaryContent,,,,/home/cyf/repo_dataset/open62541/open62541/plugins/crypto/mbedtls/securitypolicy_basic256.c,602,createSigningRequest_sp_basic256
imagemagick_imagemagick6/CVE-2019-13300_5e409ae7,,,,statistic.c,152,AcquirePixelThreadSet,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/magick/statistic.c,158,AcquirePixelTLS
imagemagick_imagemagick6/CVE-2019-13295_55e6dc49,threshold.c,168,AdaptiveThresholdImage,threshold.c,168,AdaptiveThresholdImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/magick/statistic.c,3650,StatisticImageChannel
imagemagick_imagemagick6/CVE-2023-3745_7486477a,tiff.c,1150,ReadTIFFImage,tiff.c,1150,ReadTIFFImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/coders/miff.c,418,ReadMIFFImage
imagemagick_imagemagick6/CVE-2019-13307_91e58d96,,,,statistic.c,152,AcquirePixelThreadSet,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/wand/magick-image.c,12790,MagickTransformImage
imagemagick_imagemagick6/CVE-2019-15141_3c53413e,tiff.c,3190,WriteTIFFImage,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/coders/jpeg.c,2301,WriteJPEGImage_
imagemagick_imagemagick6/CVE-2019-13308_19651f3d,gif.c,544,EncodeImage,gif.c,544,EncodeImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/coders/bmp.c,392,EncodeImage
imagemagick_imagemagick6/CVE-2022-32546_29c8abce,,,,pcl.c,146,ReadPCLImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/magick/image.c,2752,SetImageInfo
imagemagick_imagemagick6/CVE-2022-32545_450949ed,psd.c,986,ReadPSDChannelPixels,psd.c,986,ReadPSDChannelPixels,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/magick/quantum.c,157,AcquireQuantumPixels
imagemagick_imagemagick6/CVE-2023-3195_85a370c7,,,,tiff.c,1072,ReadTIFFImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/coders/dcm.c,3010,ReadDCMImage
imagemagick_imagemagick6/CVE-2022-1115_1f860f52,tiff.c,1073,ReadTIFFImage,tiff.c,1073,ReadTIFFImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/coders/dcm.c,3010,ReadDCMImage
imagemagick_imagemagick6/CVE-2019-13306_cb5ec7d9,pnm.c,1528,WritePNMImage,pnm.c,1528,WritePNMImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/coders/pnm.c,229,ReadPNMImage
imagemagick_imagemagick6/CVE-2021-20224_553054c1,,,,quantum-export.c,2493,ExportIndexQuantum,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/magick/image.c,2372,SetImageBackgroundColor
imagemagick_imagemagick6/CVE-2019-14980_614a2572,blob.c,692,DetachBlob,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/wand/deprecate.c,175,MagickAverageImages
imagemagick_imagemagick6/CVE-2022-3213_1aea203e,,,,tiff.c,1073,ReadTIFFImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/coders/dcm.c,3010,ReadDCMImage
imagemagick_imagemagick6/CVE-2019-13305_5c7fbf9a,pnm.c,1528,WritePNMImage,pnm.c,1528,WritePNMImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/coders/pnm.c,229,ReadPNMImage
imagemagick_imagemagick6/CVE-2019-13135_1e59b29e,cut.c,337,ReadCUTImage,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/magick/enhance.c,1780,EqualizeImageChannel
imagemagick_imagemagick6/CVE-2019-13454_4f31d787,layer.c,1642,RemoveDuplicateLayers,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/magick/blob.c,1557,GetBlobSize
imagemagick_imagemagick6/CVE-2019-11472_f663dfb8,xwd.c,151,ReadXWDImage,xwd.c,151,ReadXWDImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/magick/constitute.c,434,ReadImage
imagemagick_imagemagick6/CVE-2021-3574_cd7f9fb7,tiff.c,1073,ReadTIFFImage,tiff.c,1073,ReadTIFFImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/coders/bmp.c,585,ReadBMPImage
imagemagick_imagemagick6/CVE-2019-13297_35c70327,threshold.c,168,AdaptiveThresholdImage,threshold.c,168,AdaptiveThresholdImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/magick/statistic.c,3650,StatisticImageChannel
imagemagick_imagemagick6/CVE-2019-14981_b522d2d8,feature.c,2174,MeanShiftImage,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/magick/enhance.c,1574,EnhanceImage
imagemagick_imagemagick6/CVE-2023-1906_e30c693b,tiff.c,1079,ReadTIFFImage,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/coders/dcm.c,3010,ReadDCMImage
imagemagick_imagemagick6/CVE-2022-28463_e6ea5876,cin.c,380,ReadCINImage,cin.c,380,ReadCINImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/coders/dib.c,462,ReadDIBImage
imagemagick_imagemagick6/CVE-2019-13137_7d112300,,,,ps.c,400,ReadPSImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick6/wand/identify.c,176,IdentifyImageCommand
libarchive_libarchive/OSV-2022-13_52efa50c,archive_read_support_format_rar.c,1984,read_data_compressed,,,,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_disk_acl_sunos.c,445,set_acl
libarchive_libarchive/OSV-2018-68_3614747a,,,,archive_read_support_format_rar5.c,2287,parse_tables,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_write_set_format_cpio_odc.c,276,write_header
libarchive_libarchive/CVE-2019-18408_b8592ecb,archive_read_support_format_rar.c,990,archive_read_format_rar_read_data,,,,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_support_format_iso9660.c,2365,register_CE
libarchive_libarchive/CVE-2019-1000020_8312eaa5,archive_read_support_format_iso9660.c,2265,register_CE,archive_read_support_format_iso9660.c,2274,register_CE,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_support_format_zip.c,4269,archive_read_format_zip_seekable_read_header
libarchive_libarchive/CVE-2016-1541_d0331e8e,,,,archive_read_support_format_zip.c,2769,zip_read_mac_metadata,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_support_format_iso9660.c,1035,read_children
libarchive_libarchive/CVE-2019-1000019_65a23f5d,archive_read_support_format_7zip.c,2958,get_uncompressed_data,archive_read_support_format_7zip.c,2958,get_uncompressed_data,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_support_format_zip.c,1961,zip_read_data_zipx_lzma_alone
libarchive_libarchive/CVE-2019-20509_91cf9372,archive_read_support_format_lha.c,1133,lha_read_file_extended_header,archive_read_support_format_lha.c,1133,lha_read_file_extended_header,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_support_format_rar5.c,1733,process_head_file
libarchive_libarchive/CVE-2021-23177_fba4f123,archive_disk_acl_freebsd.c,321,set_acl,archive_disk_acl_freebsd.c,321,set_acl,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_support_format_mtree.c,1603,parse_keyword
libarchive_libarchive/OSV-2018-130_4bd12b6f,,,,archive_read_support_format_rar5.c,2287,parse_tables,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_support_format_7zip.c,2377,read_CodersInfo
libarchive_libarchive/CVE-2016-6250_3014e198,,,,archive_write_set_format_iso9660.c,6220,isoent_gen_joliet_identifier,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_support_format_rar.c,1189,archive_read_format_rar_seek_data
libarchive_libarchive/CVE-2013-0211_22531545,archive_write.c,673,_archive_write_data,,,,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_match.c,1597,archive_match_include_gid
libarchive_libarchive/CVE-2016-4809_fd7e0c02,,,,archive_read_support_format_cpio.c,355,archive_read_format_cpio_read_header,/home/cyf/repo_dataset/libarchive/libarchive/tar/write.c,447,write_archive
libarchive_libarchive/CVE-2018-1000877_021efa52,archive_read_support_format_rar.c,2052,parse_codes,archive_read_support_format_rar.c,2052,parse_codes,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_write_set_format_ustar.c,386,__archive_write_format_header_ustar
libarchive_libarchive/CVE-2024-37407_b6a97948,,,,archive_read_support_format_zip.c,3894,slurp_central_directory,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_disk_acl_sunos.c,445,set_acl
libarchive_libarchive/CVE-2020-9308_94821008,,,,archive_read_support_format_rar5.c,2085,process_base_block,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_support_format_zip.c,2694,read_decryption_header
libarchive_libarchive/CVE-2016-4302_05caadc7,archive_read_support_format_rar.c,2063,parse_codes,archive_read_support_format_rar.c,2063,parse_codes,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_write_set_format_ustar.c,386,__archive_write_format_header_ustar
libarchive_libarchive/CVE-2018-1000880_9c84b742,,,,archive_read_support_format_warc.c,373,_warc_read,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_support_format_cpio.c,323,archive_read_format_cpio_options
libarchive_libarchive/OSV-2020-543_9950d896,,,,archive_read_support_format_rar5.c,3677,rar5_read_data,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_write_add_filter_uuencode.c,102,archive_filter_uuencode_options
libarchive_libarchive/CVE-2016-7166_6e06b1c8,archive_read.c,549,choose_filters,,,,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_support_format_7zip.c,467,archive_read_support_format_7zip
libarchive_libarchive/CVE-2021-31566_b41daecb,archive_write_disk_posix.c,2633,new_fixup,,,,/home/cyf/repo_dataset/libarchive/libarchive/unzip/bsdunzip.c,250,pathcat
libarchive_libarchive/CVE-2019-19221_22b1db9d,archive_string.c,441,archive_wstring_append_from_mbs,archive_string.c,441,archive_wstring_append_from_mbs,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_string.c,701,archive_string_append_from_wcs
libarchive_libarchive/OSV-2020-273_c9267d66,archive_read_support_format_rar5.c,1572,process_head_file,archive_read_support_format_rar5.c,1573,process_head_file,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_disk_posix.c,839,next_entry
libarchive_libarchive/OSV-2018-160_b52dd6c9,archive_read_support_format_rar5.c,1837,init_unpack,,,,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_support_format_rar5.c,3105,copy_string
libarchive_libarchive/CVE-2018-1000878_bfcfe6f0,archive_read_support_format_rar.c,2920,rar_read_ahead,,,,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_write_set_format_shar.c,142,archive_write_set_format_shar_dump
libarchive_libarchive/CVE-2016-4301_a550daee,archive_read_support_format_mtree.c,1359,parse_device,archive_read_support_format_mtree.c,1359,parse_device,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_support_format_cpio.c,835,header_afiol
libarchive_libarchive/CVE-2017-14166_fa7438a0,archive_read_support_format_xar.c,1038,atol10,archive_read_support_format_xar.c,1056,atol8,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_write_add_filter_b64encode.c,285,atol8
libarchive_libarchive/OSV-2020-506_2fce6f81,archive_read_support_format_rar5.c,1332,parse_file_extra_owner,,,,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_read_support_format_iso9660.c,1035,read_children
libarchive_libarchive/CVE-2018-1000879_15bf44fd,archive_acl.c,1629,archive_acl_from_text_l,archive_acl.c,1629,archive_acl_from_text_l,/home/cyf/repo_dataset/libarchive/libarchive/libarchive/archive_disk_acl_freebsd.c,106,translate_acl
fluent_fluent-bit/OSV-2020-2075_61164218,flb_parser.c,108,flb_parser_create,flb_parser.c,140,flb_parser_create,/home/cyf/repo_dataset/fluent/fluent-bit/src/flb_task.c,352,flb_task_create
imagemagick_imagemagick/CVE-2018-16323_216d117f,xbm.c,171,ReadXBMImage,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/emf.c,658,ReadEMFImage
imagemagick_imagemagick/CVE-2020-27829_6ee5059c,tiff.c,1275,ReadTIFFImage,tiff.c,1275,ReadTIFFImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/ps2.c,228,WritePS2Image
imagemagick_imagemagick/CVE-2016-7534_430403b0,quantum-import.c,1388,ImportCbYCrYQuantum,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/heic.c,1099,WriteHEICImageYCbCr
imagemagick_imagemagick/CVE-2019-7396_748a0365,sixel.c,978,ReadSIXELImage,sixel.c,978,ReadSIXELImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/vips.c,365,ReadVIPSImage
imagemagick_imagemagick/CVE-2017-5510_91cc3f36,psd.c,2459,WritePSDChannel,psd.c,2459,WritePSDChannel,/home/cyf/repo_dataset/ImageMagick/ImageMagick/www/source/mgk.c,124,ReadMGKImage
imagemagick_imagemagick/CVE-2017-16546_2130bf6f,wpg.c,840,ReadWPGImage,wpg.c,840,ReadWPGImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/xwd.c,151,ReadXWDImage
imagemagick_imagemagick/CVE-2016-6491_dd84447b,property.c,579,Get8BIMProperty,,,,/home/cyf/repo_dataset/ImageMagick/ImageMagick/MagickCore/delegate.c,914,InterpretDelegateProperties
imagemagick_imagemagick/CVE-2017-12664_0417cea1,quantize.c,3298,SetGrayscaleImage,quantize.c,3298,SetGrayscaleImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/vips.c,365,ReadVIPSImage
imagemagick_imagemagick/CVE-2016-7520_14e606db,,,,hdr.c,658,WriteHDRImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/braille.c,177,WriteBRAILLEImage
imagemagick_imagemagick/CVE-2016-10061_4e914bbe,,,,tiff.c,311,ReadGROUP4Image,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/ept.c,412,WriteEPTImage
imagemagick_imagemagick/CVE-2017-9098_1c358ffe,rle.c,127,ReadRLEImage,rle.c,127,ReadRLEImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/sun.c,218,ReadSUNImage
imagemagick_imagemagick/CVE-2016-10070_a6240a16,mat.c,598,ReadMATImage,mat.c,598,ReadMATImage,/home/cyf/repo_dataset/ImageMagick/ImageMagick/coders/icon.c,276,ReadICONImage
