cveid,vul_file,vul_line,vul_func,pat_file,pat_line,pat_func,tar_file,tar_line,tar_func
opensc_opensc/CVE-2021-42781_05648b06,,,,pkcs15-oberthur.c,571,sc_pkcs15emu_oberthur_add_pubkey,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-muscle.c,172,muscle_store_key
opensc_opensc/OSV-2022-434_367c3ad2,pkcs15-myeid.c,372,myeid_new_file,,,,/home/cyf/repo_dataset/OpenSC/OpenSC/src/tools/opensc-explorer.c,573,do_find
opensc_opensc/OSV-2020-2276_fe6864c5,gids-tool.c,347,print_info,gids-tool.c,347,print_info,/home/cyf/repo_dataset/OpenSC/OpenSC/src/tools/sc-hsm-tool.c,481,print_info
opensc_opensc/CVE-2019-19481_b75c002c,,,,card-cac1.c,66,cac_cac1_get_certificate,/home/cyf/repo_dataset/OpenSC/OpenSC/src/tools/npa-tool.c,170,npa_translate_apdus
opensc_opensc/OSV-2023-1002_83b9129b,,,,iasecc-sdo.c,452,iasecc_parse_chv,/home/cyf/repo_dataset/OpenSC/OpenSC/src/tools/opensc-explorer.c,1996,do_put_data
opensc_opensc/OSV-2020-1720_8dd136ac,pkcs15-itacns.c,474,itacns_add_data_files,,,,/home/cyf/repo_dataset/OpenSC/OpenSC/src/tools/pkcs15-init.c,3145,verify_pin
opensc_opensc/OSV-2020-680_6ce61522,pkcs15-prkey.c,170,sc_pkcs15_decode_prkdf_entry,pkcs15-prkey.c,170,sc_pkcs15_decode_prkdf_entry,/home/cyf/repo_dataset/OpenSC/OpenSC/src/libopensc/pkcs15-pubkey.c,199,sc_pkcs15_decode_pukdf_entry
opensc_opensc/OSV-2024-17_c3545018,card-iasecc.c,1540,iasecc_delete_file,,,,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-rtecp.c,643,rtecp_delete_object
opensc_opensc/CVE-2020-26570_6903aebf,pkcs15-oberthur.c,232,sc_oberthur_read_file,,,,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-openpgp.c,490,openpgp_store_data
opensc_opensc/OSV-2022-1084_e6593b23,,,,card-authentic.c,155,authentic_parse_size,/home/cyf/repo_dataset/OpenSC/OpenSC/src/tools/opensc-explorer.c,251,parse_string_or_hexdata
opensc_opensc/OSV-2022-345_fdf343bf,card-sc-hsm.c,901,sc_hsm_list_files,card-sc-hsm.c,901,sc_hsm_list_files,/home/cyf/repo_dataset/OpenSC/OpenSC/src/libopensc/card-oberthur.c,583,auth_list_files
opensc_opensc/OSV-2020-2178_78cdab94,pkcs15-tcos.c,94,insert_key,pkcs15-tcos.c,94,insert_key,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-rtecp.c,166,rtecp_create_pin
opensc_opensc/OSV-2020-1990_fca2ba94,pkcs15-oberthur.c,489,sc_oberthur_parse_privateinfo,,,,/home/cyf/repo_dataset/OpenSC/OpenSC/src/libopensc/card-iasecc.c,2799,iasecc_sdo_get_tagged_data
opensc_opensc/OSV-2021-1017_456ac566,card-piv.c,551,piv_generate_key,,,,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-openpgp.c,171,openpgp_store_key
opensc_opensc/OSV-2020-1860_732ed77a,,,,card-idprime.c,525,idprime_read_binary,/home/cyf/repo_dataset/OpenSC/OpenSC/src/libopensc/card-piv.c,6195,piv_card_reader_lock_obtained
opensc_opensc/OSV-2022-282_089cedc7,pkcs15-epass2003.c,307,cosm_new_file,pkcs15-epass2003.c,307,cosm_new_file,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-oberthur-awp.c,89,awp_new_file
opensc_opensc/CVE-2021-42782_1252aca9,,,,card-cardos.c,157,cardos_have_2048bit_package,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-cardos.c,871,cardos_have_verifyrc_package
opensc_opensc/OSV-2020-1351_d965156f,,,,fuzz_pkcs15_decode.c,32,LLVMFuzzerTestOneInput,/home/cyf/repo_dataset/OpenSC/OpenSC/src/libopensc/pkcs15-cert.c,369,sc_pkcs15_read_certificate
opensc_opensc/OSV-2020-1981_0b40d3b9,card-idprime.c,525,idprime_read_binary,,,,/home/cyf/repo_dataset/OpenSC/OpenSC/src/libopensc/card-piv.c,6195,piv_card_reader_lock_obtained
opensc_opensc/CVE-2019-20792_c246f6f6,,,,card-coolkey.c,1936,coolkey_add_object,/home/cyf/repo_dataset/OpenSC/OpenSC/src/libopensc/card-cac.c,1275,cac_parse_aid
opensc_opensc/OSV-2022-1175_c16d4e65,pkcs15-lib.c,665,sc_pkcs15init_rmdir,pkcs15-lib.c,665,sc_pkcs15init_rmdir,/home/cyf/repo_dataset/OpenSC/OpenSC/src/tools/cryptoflex-tool.c,1098,create_pin_file
opensc_opensc/OSV-2020-2157_b5b1afe4,pkcs15-tcos.c,94,insert_key,pkcs15-tcos.c,94,insert_key,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-rtecp.c,285,rtecp_create_key
opensc_opensc/CVE-2023-4535_f1993dc4,card-myeid.c,1886,myeid_enc_dec_sym,card-myeid.c,1886,myeid_enc_dec_sym,/home/cyf/repo_dataset/OpenSC/OpenSC/src/libopensc/card-starcos.c,1533,starcos_set_security_env
opensc_opensc/OSV-2023-576_638a5007,pkcs15-pubkey.c,199,sc_pkcs15_decode_pukdf_entry,,,,/home/cyf/repo_dataset/OpenSC/OpenSC/src/libopensc/pkcs15.c,139,sc_pkcs15_parse_tokeninfo
opensc_opensc/OSV-2022-439_d1a3039c,,,,pkcs15-tool.c,1896,test_update,/home/cyf/repo_dataset/OpenSC/OpenSC/src/libopensc/card-epass2003.c,1829,epass2003_select_fid_
opensc_opensc/CVE-2020-26572_9d294de9,card-tcos.c,599,tcos_decipher,,,,/home/cyf/repo_dataset/OpenSC/OpenSC/src/tools/gids-tool.c,309,gids_get_DO
opensc_opensc/OSV-2023-98_dd138d06,,,,card-sc-hsm.c,827,sc_hsm_write_ef,/home/cyf/repo_dataset/OpenSC/OpenSC/src/libopensc/card-mcrd.c,554,do_select
opensc_opensc/OSV-2023-1228_2fb0d735,pkcs15-algo.c,43,asn1_decode_des_params,,,,/home/cyf/repo_dataset/OpenSC/OpenSC/src/libopensc/pkcs15.c,2442,sc_decode_do53
opensc_opensc/OSV-2022-604_cbe8bbef,card-cardos.c,495,cardos_list_files,card-cardos.c,495,cardos_list_files,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-cardos.c,871,cardos_have_verifyrc_package
opensc_opensc/CVE-2021-42778_f015746d,card-idprime.c,415,idprime_get_token_name,card-idprime.c,415,idprime_get_token_name,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-cflex.c,437,cflex_create_dummy_chvs
opensc_opensc/OSV-2021-538_5d4daf6c,pkcs15-oberthur.c,572,sc_pkcs15emu_oberthur_add_pubkey,,,,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-muscle.c,172,muscle_store_key
opensc_opensc/CVE-2021-42779_1db88374,,,,pkcs15-oberthur.c,232,sc_oberthur_read_file,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-oberthur-awp.c,1729,awp_remove_from_object_list
opensc_opensc/CVE-2021-42780_5df913b7,pkcs15-tcos.c,191,insert_pin,pkcs15-tcos.c,191,insert_pin,/home/cyf/repo_dataset/OpenSC/OpenSC/src/tools/pkcs15-tool.c,1713,unblock_pin
opensc_opensc/OSV-2022-520_fa378dad,,,,card-starcos.c,337,starcos_has_esign_app,/home/cyf/repo_dataset/OpenSC/OpenSC/src/libopensc/card-isoApplet.c,124,isoApplet_get_info
opensc_opensc/OSV-2020-1848_3ff059a7,pkcs15-oberthur.c,446,sc_oberthur_parse_publicinfo,,,,/home/cyf/repo_dataset/OpenSC/OpenSC/src/tools/pkcs15-tool.c,418,read_certificate
opensc_opensc/OSV-2022-437_972d3292,card-cardos.c,495,cardos_list_files,card-cardos.c,495,cardos_list_files,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-cardos.c,871,cardos_have_verifyrc_package
opensc_opensc/OSV-2023-1169_60916404,card-epass2003.c,3028,epass2003_gen_key,,,,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs11/framework-pkcs15.c,405,pkcs15_init_token_info
opensc_opensc/OSV-2022-283_da37a0d5,,,,card-epass2003.c,2274,epass2003_delete_file,/home/cyf/repo_dataset/OpenSC/OpenSC/src/tools/goid-tool.c,252,soc_reset
opensc_opensc/OSV-2023-993_50f0985f,card-entersafe.c,1372,entersafe_gen_key,card-entersafe.c,1372,entersafe_gen_key,/home/cyf/repo_dataset/OpenSC/OpenSC/src/tools/npa-tool.c,170,npa_translate_apdus
opensc_opensc/OSV-2021-474_40c50a3a,,,,pkcs15-oberthur.c,752,sc_pkcs15emu_oberthur_add_prvkey,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-lib.c,1225,sc_pkcs15init_init_prkdf
opensc_opensc/OSV-2023-578_41d61da8,pkcs15-oberthur.c,706,cosm_create_key,pkcs15-oberthur.c,706,cosm_create_key,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-oberthur-awp.c,1525,awp_update_df_create_pubkey
opensc_opensc/OSV-2022-386_3d261b9a,pkcs15-tool.c,1800,change_pin,pkcs15-tool.c,1800,change_pin,/home/cyf/repo_dataset/OpenSC/OpenSC/src/tools/pkcs15-init.c,3145,verify_pin
opensc_opensc/OSV-2023-586_440ca666,pkcs15-setcos.c,324,setcos_create_key,pkcs15-setcos.c,324,setcos_create_key,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-epass2003.c,411,epass2003_pkcs15_store_key
opensc_opensc/OSV-2023-609_245efe60,pkcs15.c,2455,sc_pkcs15_read_file,pkcs15.c,2457,sc_pkcs15_read_file,/home/cyf/repo_dataset/OpenSC/OpenSC/src/pkcs15init/pkcs15-cflex.c,523,cflex_create_pin_file
virustotal_yara/CVE-2017-11328_4a342f01,tests.c,163,module_load,tests.c,163,module_load,/home/cyf/repo_dataset/VirusTotal/yara/libyara/modules/pe/pe.c,4007,module_load
virustotal_yara/OSV-2020-1656_94299eee,macho.c,1291,module_load,macho.c,1323,module_load,/home/cyf/repo_dataset/VirusTotal/yara/libyara/modules/pe/pe.c,4007,module_load
virustotal_yara/OSV-2022-510_86b0e3f7,,,,dotnet.c,1470,parse_enclosing_types,/home/cyf/repo_dataset/VirusTotal/yara/libyara/exefiles.c,266,yr_elf_rva_to_offset_64
virustotal_yara/CVE-2016-10210_3119b232,re_lexer.c,2190,re_yyget_column,re_lexer.c,2190,re_yyget_column,/home/cyf/repo_dataset/VirusTotal/yara/libyara/hex_lexer.c,2400,yy_flex_strncpy
virustotal_yara/OSV-2020-849_b1db981b,dotnet.c,1818,module_unload,dotnet.c,1805,module_unload,/home/cyf/repo_dataset/VirusTotal/yara/libyara/mem.c,40,yr_heap_alloc
